dates,shore,Hs,Tp,Dir,Eng,,,real_dates
21/09/1999,398.5353669,2.3979666,10.014009,240.00768,28.21566672,,,8/12/2002 0:00
22/09/1999,398.599979,2.1586378,9.432632,235.86575,21.53716459,,,18/01/2003 0:00
23/09/1999,398.6668019,1.8064702,7.8767557,233.89583,12.59519975,,,25/01/2003 0:00
24/09/1999,398.7357544,1.6517226,6.9131393,235.79427,9.24156687,,,10/05/2003 0:00
25/09/1999,398.8067441,1.3668573,6.7834034,235.57982,6.209978233,,,21/07/2003 0:00
26/09/1999,398.8796676,1.5013664,6.891851,235.93655,7.61211506,,,5/08/2003 0:00
27/09/1999,398.95441,2.1273255,12.455604,235.86026,27.62032371,,,6/08/2003 0:00
28/09/1999,399.0308445,2.1316214,7.115237,235.13716,15.84183894,,,13/08/2003 0:00
29/09/1999,399.1088323,1.9847019,9.221274,234.91446,17.79826127,,,30/09/2003 0:00
30/09/1999,399.1882232,1.9071848,9.7076645,233.60577,17.30200337,,,25/10/2003 0:00
1/10/1999,399.2688556,1.8847508,10.363218,232.41391,18.03842382,,,9/11/2003 0:00
2/10/1999,399.3505568,1.5203638,8.390353,233.46968,9.503232485,,,17/11/2003 0:00
3/10/1999,399.4331438,1.4813188,13.34638,237.86661,14.35015643,,,18/11/2003 0:00
4/10/1999,399.5164235,1.5823201,17.491821,237.37103,21.45950966,,,3/12/2003 0:00
5/10/1999,399.6001934,1.9111944,18.167421,237.3999,32.51614779,,,4/01/2004 0:00
6/10/1999,399.6842419,2.2124796,17.816208,237.28442,42.7336417,,,6/02/2004 0:00
7/10/1999,399.7683494,1.9982578,16.329256,235.96198,31.94960634,,,13/02/2004 0:00
