dates,shore,Hs,Tp,Dir,Eng,,,real_dates
3/04/2020,384.2508819,0.826243162,11.61351299,48.7635231,3.884860665,,,
4/04/2020,384.130834,0.978795052,10.78536034,47.81430054,5.063073937,,,
5/04/2020,384.0089759,0.988150537,10.81399918,49.14912033,5.174026327,,,
6/04/2020,383.8853242,0.987195849,14.1126709,52.57621765,6.739255715,,,
7/04/2020,383.7598954,0.791303217,12.4907341,51.63729858,3.832391837,,,
8/04/2020,383.6327054,0.741948187,12.30343342,52.08132935,3.318711954,,,
9/04/2020,383.5037703,0.957029164,13.5421772,9.990526199,6.077639235,,,
10/04/2020,383.3736595,0.890586138,11.72969341,18.90742111,4.558632713,,,
11/04/2020,383.2423717,0.813164473,10.71233082,33.4289093,3.470858014,,,
12/04/2020,383.1099053,1.587379694,8.157611847,152.7564087,10.07211691,,,
13/04/2020,382.9762585,1.30891037,7.853462696,90.4659729,6.592909011,,,
14/04/2020,382.8414296,0.657748759,8.83578968,156.8570862,1.873102417,,,
15/04/2020,382.7054166,0.490208983,12.64452744,9.995337486,1.488885206,,,
16/04/2020,382.5682174,0.540232241,10.35663033,84.82426453,1.481069892,,,
17/04/2020,382.4298299,1.042660594,5.30456686,342.5097046,2.825738236,,,
18/04/2020,382.2902518,1.034832478,6.966217995,310.2568359,3.655385977,,,
19/04/2020,382.1494807,0.603238583,12.25951958,23.15726089,2.185987898,,,
20/04/2020,382.0075141,0.456796467,15.88592052,12.00925159,1.624253976,,,
21/04/2020,381.8643493,0.473120809,14.47467232,7.675555229,1.587628621,,,
22/04/2020,381.7199836,0.579181612,15.79446602,11.35215187,2.596154641,,,
23/04/2020,381.5744141,1.08619225,10.87137318,15.81712914,6.284835047,,,
24/04/2020,381.4276378,1.167814255,8.146250725,34.31833267,5.443790419,,,
25/04/2020,381.2796516,0.975262821,8.629873276,55.55721664,4.022016379,,,
26/04/2020,381.1304523,0.86318779,9.219842911,67.78916931,3.366124529,,,
27/04/2020,380.9800365,0.765241444,9.471867561,69.02845001,2.717869889,,,
28/04/2020,380.8284009,0.737556815,10.7149086,60.18578339,2.856113825,,,
29/04/2020,380.6755417,0.953497052,15.74577904,11.44837952,7.014535898,,,
30/04/2020,380.5214553,0.798081219,13.94637299,12.62236118,4.352627863,,,
1/05/2020,380.366138,0.676937044,12.65789223,14.60671806,2.842196069,,,
2/05/2020,380.2095857,1.605422497,7.128316402,11.0930233,9.00247113,,,
3/05/2020,380.0517944,2.580971479,8.248111725,11.72194099,26.92260169,,,
4/05/2020,379.8927601,1.92112267,8.665194511,17.18425369,15.67056264,,,
5/05/2020,379.7324783,0.99015516,8.470925331,28.29927063,4.069428704,,,
6/05/2020,379.5719513,0.585195899,9.521795273,49.19105148,1.597781791,,,
7/05/2020,379.4112048,0.506819725,9.345377922,56.45970154,1.176250894,,,
8/05/2020,379.2502646,0.445340753,9.142039299,58.28596878,0.88843169,,,
9/05/2020,379.0891565,0.617271841,9.342704773,55.43418121,1.744301828,,,
10/05/2020,378.9279065,1.532010317,8.109784126,53.60173035,9.326716025,,,
11/05/2020,378.7665405,1.978496671,10.11396122,58.34026718,19.39938721,,,
12/05/2020,378.6056694,2.077779531,10.87929821,66.36499023,23.0142003,,,
13/05/2020,378.4453016,2.285414457,10.29849339,62.490448,26.35722689,,,
14/05/2020,378.2854453,2.079879761,10.20818329,62.45264053,21.63819334,,,
15/05/2020,378.1261092,1.585279346,9.9682827,66.94235992,12.27518451,,,
16/05/2020,377.9673019,1.523132324,10.22861385,68.7830658,11.6275478,,,
17/05/2020,377.8090324,1.71119678,11.54630566,65.49963379,16.56681562,,,
18/05/2020,377.6513099,1.408957005,12.41426754,62.06360245,12.07570963,,,
19/05/2020,377.4941434,1.229388595,12.42830086,62.32410431,9.204203187,,,
20/05/2020,377.3375426,1.287240028,13.45072269,58.18973923,10.92095888,,,
21/05/2020,377.1815169,1.565232038,11.15623856,59.32866669,13.39279835,,,
22/05/2020,377.0260763,2.523215532,12.53846645,55.54965973,39.11552838,,,
23/05/2020,376.8712305,2.379351139,12.04147911,62.37084198,33.40357847,,,
24/05/2020,376.7169898,2.110141754,11.03948593,65.56835938,24.0861947,,,
25/05/2020,376.5633645,1.612582088,10.81705475,63.17847061,13.78315914,,,
26/05/2020,376.410365,1.2907722,8.458515167,60.98997498,6.905409193,,,
27/05/2020,376.258002,1.315974832,8.357036591,57.66323853,7.091588881,,,
28/05/2020,376.1062863,0.88103956,8.633501053,59.78850174,3.283778423,,,
29/05/2020,375.955229,0.785479903,8.833594322,57.89075089,2.670568282,,,
30/05/2020,375.8048411,1.029486537,6.640589237,61.04221344,3.448609659,,,
31/05/2020,375.6551341,2.656006575,8.352645874,50.31554413,28.87210448,,,
1/06/2020,375.5061195,2.497917891,9.877017975,42.34374237,30.1980042,,,
2/06/2020,375.3578089,1.067194939,9.564277649,62.93447113,5.337473955,,,
3/06/2020,375.2102143,1.559790492,7.924010277,33.66466904,9.446559134,,,
4/06/2020,375.0633477,1.534587979,7.597236156,17.63583755,8.766682748,,,
5/06/2020,374.9172213,1.14327991,7.814608574,23.07821655,5.005050383,,,
6/06/2020,374.7718474,0.6327371,8.229114532,57.43572617,1.614342894,,,
7/06/2020,374.634858,0.654502988,9.501844406,63.28157806,1.994468867,,,
8/06/2020,374.5064947,0.881421447,13.66532516,59.94452667,5.202154872,,,
9/06/2020,374.3870004,0.96399802,14.04021454,58.57327271,6.393256186,,,
10/06/2020,374.2766198,0.652880013,12.7504921,61.00234604,2.663114096,,,
11/06/2020,374.1755993,0.487726867,11.58000565,64.08988953,1.349765151,,,
12/06/2020,374.0841864,0.388825953,10.99118042,66.26121521,0.814237138,,,
13/06/2020,374.0026306,0.693261445,8.014987946,68.55554962,1.887526463,,,
14/06/2020,373.9311827,0.649538815,8.641042709,65.91409302,1.786374247,,,
15/06/2020,373.8627619,0.609348357,10.84244823,66.84681702,1.972671299,,,
16/06/2020,373.797402,0.614217043,10.87089634,65.31472778,2.009579354,,,
17/06/2020,373.735137,0.680087328,7.614038467,37.93169403,1.72560151,,,
18/06/2020,373.6760011,1.322848201,5.974821568,24.1628437,5.123196836,,,
19/06/2020,373.6200287,1.269579172,7.757329941,61.43468475,6.126718432,,,
20/06/2020,373.5672544,1.528096437,8.572880745,59.27711868,9.808992193,,,
21/06/2020,373.5177133,2.202455997,9.36981678,62.02236176,22.27109957,,,
22/06/2020,373.4714402,2.098304272,10.12112045,62.12615204,21.83542267,,,
23/06/2020,373.4284707,1.924845695,10.02565575,64.31464386,18.20122878,,,
24/06/2020,373.3888402,2.411999941,8.568966866,59.0406723,24.42750603,,,
25/06/2020,373.3525846,1.748523235,9.233875275,64.03765106,13.83320776,,,
26/06/2020,373.3197398,1.591484666,9.327048302,68.29986572,11.57564562,,,
27/06/2020,373.2903421,1.460602999,9.078650475,66.87569427,9.490339572,,,
28/06/2020,373.2644279,1.076263905,9.172682762,68.84767151,5.206309766,,,
29/06/2020,373.2420339,1.331248999,7.877423763,161.6575012,6.840673731,,,
30/06/2020,373.2231971,0.863092303,9.250867844,63.59362793,3.376704404,,,
1/07/2020,373.2079546,0.458323896,9.043806076,68.27923584,0.93087705,,,
2/07/2020,373.1963437,0.315795749,8.814884186,60.29438019,0.430749965,,,
3/07/2020,373.1884021,0.252025634,9.395783424,49.76085663,0.292427701,,,
4/07/2020,373.1841675,0.45078221,7.968975067,83.09010315,0.793472874,,,
5/07/2020,373.183678,2.473192453,7.823486805,8.091398239,23.44834848,,,
6/07/2020,373.1869718,2.086848497,9.15292263,28.66631317,19.53159513,,,
7/07/2020,373.1940875,1.558454037,8.013269424,149.3238068,9.536605584,,,
8/07/2020,373.2050638,1.108626485,9.270153046,180.7456665,5.582818171,,,
9/07/2020,373.2137532,0.310163349,10.16465092,44.26555252,0.479147805,,,
10/07/2020,373.220009,0.248397991,10.07128716,49.358078,0.304492933,,,
11/07/2020,373.2236837,0.36009118,10.07911587,49.64469528,0.640388442,,,
12/07/2020,373.224629,0.659180701,8.154651642,160.397583,1.736242812,,,
13/07/2020,373.2226956,0.570017099,9.904416084,53.28761292,1.576887551,,,
