dates,observation,Yates,,,special_dates
13/01/2003,327.9538439,328.51938,,,
14/01/2003,327.9503937,327.64502,,,
15/01/2003,327.9487686,327.40164,,,
16/01/2003,327.9489687,328.20154,,,
17/01/2003,327.9509939,328.87512,,,
18/01/2003,327.9548443,329.36935,,,
19/01/2003,327.9605197,329.58862,,,
20/01/2003,327.9680204,329.01114,,,
21/01/2003,327.9773461,328.59708,,,
22/01/2003,327.988497,328.86343,,,
23/01/2003,327.9945775,329.37204,,,
24/01/2003,327.9955875,328.88693,,,
25/01/2003,327.991527,328.56247,,,
26/01/2003,327.9823961,329.49716,,,
27/01/2003,327.9681947,330.80893,,,
28/01/2003,327.9489229,331.22107,,,
29/01/2003,327.9245806,331.8727,,,
30/01/2003,327.8951679,331.87234,,,
31/01/2003,327.8606847,331.9468,,,
1/02/2003,327.8211311,332.40686,,,
2/02/2003,327.776507,332.6336,,,
3/02/2003,327.7268125,332.40012,,,
4/02/2003,327.6720475,331.54288,,,
5/02/2003,327.6122121,330.88327,,,
6/02/2003,327.5473062,330.23428,,,
7/02/2003,327.4773299,331.2296,,,
8/02/2003,327.4099344,332.00787,,,
9/02/2003,327.3451197,332.23828,,,
10/02/2003,327.2828858,332.05197,,,
11/02/2003,327.2232327,331.81735,,,
12/02/2003,327.1661605,331.28726,,,
13/02/2003,327.111669,332.0587,,,
14/02/2003,327.0597584,333.55774,,,
15/02/2003,327.0104286,334.29044,,,
16/02/2003,326.9636797,333.7396,,,
17/02/2003,326.9195115,332.85416,,,
18/02/2003,326.8779242,332.66263,,,
19/02/2003,326.8389176,331.9211,,,
20/02/2003,326.8024919,331.5859,,,
21/02/2003,326.7686471,331.0006,,,
22/02/2003,326.737383,330.88736,,,
23/02/2003,326.7086997,329.9242,,,
24/02/2003,326.6812994,330.52713,,,
25/02/2003,326.655182,331.25864,,,
26/02/2003,326.6303475,330.84756,,,
27/02/2003,326.6067959,330.44724,,,
28/02/2003,326.5845273,331.18945,,,
1/03/2003,326.5635416,332.46768,,,
2/03/2003,326.5438388,333.12106,,,
3/03/2003,326.5254189,332.9338,,,
4/03/2003,326.5082819,332.85098,,,
5/03/2003,326.4924279,332.7061,,,
6/03/2003,326.4778568,332.8637,,,
7/03/2003,326.4645685,332.83,,,
8/03/2003,326.4525633,332.42322,,,
9/03/2003,326.4418409,331.59897,,,
10/03/2003,326.4324015,331.4423,,,
11/03/2003,326.4242449,330.74362,,,
12/03/2003,326.4173713,330.4875,,,
13/03/2003,326.4117807,330.97128,,,
14/03/2003,326.4074729,330.72726,,,
15/03/2003,326.4044481,330.83066,,,
16/03/2003,326.4027061,330.84146,,,
17/03/2003,326.4022471,331.2748,,,
18/03/2003,326.4030711,331.24576,,,
19/03/2003,326.4051779,330.68088,,,
20/03/2003,326.4085677,330.4598,,,
21/03/2003,326.4114152,330.13013,,,
22/03/2003,326.4137205,329.63046,,,
23/03/2003,326.4154836,329.39658,,,
24/03/2003,326.4167045,328.96884,,,
25/03/2003,326.4173832,328.49606,,,
26/03/2003,326.4175197,328.3529,,,
27/03/2003,326.4171139,328.1321,,,
28/03/2003,326.4161659,328.7704,,,
29/03/2003,326.4146757,329.08383,,,
30/03/2003,326.4126433,329.30832,,,
31/03/2003,326.4100687,329.18588,,,
1/04/2003,326.4069518,328.42676,,,
2/04/2003,326.4032928,328.66312,,,
3/04/2003,326.3990915,330.0139,,,
4/04/2003,326.394348,331.41983,,,
5/04/2003,326.3890623,331.93015,,,
6/04/2003,326.3832343,331.2668,,,
7/04/2003,326.3768642,331.5795,,,
8/04/2003,326.3699518,331.96896,,,
9/04/2003,326.3624972,332.07355,,,
10/04/2003,326.3545004,332.0823,,,
11/04/2003,326.3459614,332.20798,,,
12/04/2003,326.3368802,331.44376,,,
13/04/2003,326.3272567,331.13727,,,
14/04/2003,326.3170911,331.52072,,,
15/04/2003,326.3063832,331.13315,,,
16/04/2003,326.2951331,330.64648,,,
17/04/2003,326.2833408,330.7142,,,
18/04/2003,326.2710062,331.20395,,,
19/04/2003,326.2581295,332.15598,,,
20/04/2003,326.2447105,332.99924,,,
21/04/2003,326.2307493,333.8973,,,
22/04/2003,326.2162459,334.47543,,,
23/04/2003,326.2012003,334.4426,,,
24/04/2003,326.1856124,334.44525,,,
25/04/2003,326.1694823,335.05063,,,
26/04/2003,326.1528101,334.92572,,,
27/04/2003,326.1355956,335.19537,,,
28/04/2003,326.1178389,334.70975,,,
29/04/2003,326.0995399,333.76498,,,
30/04/2003,326.0806988,333.561,,,
1/05/2003,326.0613154,333.97388,,,
2/05/2003,326.0413898,333.52396,,,
3/05/2003,326.020922,331.74106,,,
4/05/2003,325.999912,330.9241,,,
5/05/2003,325.9783598,331.44586,,,
6/05/2003,325.9562653,331.49142,,,
7/05/2003,325.9336287,331.27573,,,
8/05/2003,325.9104498,333.04556,,,
9/05/2003,325.8867287,332.78653,,,
10/05/2003,325.8624654,333.28397,,,
11/05/2003,325.8376598,332.5646,,,
12/05/2003,325.8123121,331.77786,,,
13/05/2003,325.7864221,331.12936,,,
14/05/2003,325.7599899,331.44473,,,
15/05/2003,325.7330155,330.80304,,,
16/05/2003,325.7054989,329.81387,,,
17/05/2003,325.67744,329.0595,,,
18/05/2003,325.648839,329.58282,,,
19/05/2003,325.6196957,329.85864,,,
20/05/2003,325.5900102,328.6373,,,
21/05/2003,325.5597825,328.33008,,,
22/05/2003,325.5290126,327.96463,,,
23/05/2003,325.4934041,327.46844,,,
24/05/2003,325.4598526,327.04596,,,
25/05/2003,325.4283581,328.0834,,,
26/05/2003,325.3989206,328.01578,,,
27/05/2003,325.3715401,326.96585,,,
28/05/2003,325.3462166,326.43167,,,
29/05/2003,325.3229501,326.60037,,,
30/05/2003,325.3017406,326.71158,,,
31/05/2003,325.2880839,327.43604,,,
1/06/2003,325.2819798,328.53143,,,
2/06/2003,325.2834285,329.0422,,,
3/06/2003,325.2924299,329.33536,,,
4/06/2003,325.3089839,329.29575,,,
5/06/2003,325.3330908,329.16373,,,
6/06/2003,325.3647503,329.24814,,,
7/06/2003,325.4039625,329.58115,,,
8/06/2003,325.4507274,329.2997,,,
9/06/2003,325.4973938,328.59494,,,
10/06/2003,325.5439617,328.04733,,,
11/06/2003,325.5904309,327.4456,,,
12/06/2003,325.6368016,327.35025,,,
13/06/2003,325.6830738,327.5665,,,
14/06/2003,325.7292474,328.58383,,,
15/06/2003,325.7753225,329.006,,,
16/06/2003,325.8212989,329.5845,,,
17/06/2003,325.8671769,329.99985,,,
18/06/2003,325.9129562,330.068,,,
19/06/2003,325.9586371,329.79916,,,
20/06/2003,326.0042193,328.9793,,,
21/06/2003,326.049703,328.1303,,,
22/06/2003,326.0950882,328.35812,,,
23/06/2003,326.1403748,329.1625,,,
24/06/2003,326.1855628,330.3564,,,
25/06/2003,326.2319502,331.43713,,,
26/06/2003,326.2795369,330.70334,,,
27/06/2003,326.3283229,330.2543,,,
28/06/2003,326.3783083,329.74387,,,
29/06/2003,326.4294931,329.31973,,,
30/06/2003,326.4818771,330.47665,,,
1/07/2003,326.5354606,330.0369,,,
2/07/2003,326.5905518,329.5617,,,
3/07/2003,326.6471507,329.5375,,,
4/07/2003,326.7052575,330.41092,,,
5/07/2003,326.764872,331.37204,,,
6/07/2003,326.8259943,332.15802,,,
7/07/2003,326.8886244,332.69418,,,
8/07/2003,326.9527623,331.5477,,,
9/07/2003,327.0184079,330.9506,,,
10/07/2003,327.0855613,331.09396,,,
11/07/2003,327.1542225,332.43912,,,
12/07/2003,327.2243915,333.09055,,,
13/07/2003,327.2960683,332.6901,,,
14/07/2003,327.3692528,331.90848,,,
15/07/2003,327.4439451,332.16922,,,
16/07/2003,327.5201452,333.29095,,,
17/07/2003,327.5978531,334.8022,,,
18/07/2003,327.6770687,334.13776,,,
19/07/2003,327.7577921,334.14886,,,
20/07/2003,327.8400234,334.80533,,,
21/07/2003,327.9237623,334.57034,,,
22/07/2003,328.0090091,334.3736,,,
23/07/2003,328.0957636,334.63962,,,
24/07/2003,328.1840259,333.5076,,,
25/07/2003,328.273796,332.3514,,,
26/07/2003,328.3650739,331.79477,,,
27/07/2003,328.4578596,333.09808,,,
28/07/2003,328.552153,333.79025,,,
29/07/2003,328.6479542,334.62485,,,
30/07/2003,328.7452632,335.13956,,,
31/07/2003,328.8440799,334.76712,,,
1/08/2003,328.9444045,334.37115,,,
2/08/2003,329.0462368,334.2999,,,
3/08/2003,329.1495769,333.45975,,,
4/08/2003,329.2544248,333.94983,,,
5/08/2003,329.3607804,332.4359,,,
6/08/2003,329.4686438,331.57663,,,
7/08/2003,329.5780151,331.14072,,,
8/08/2003,329.688894,330.63406,,,
9/08/2003,329.8012808,330.90384,,,
10/08/2003,329.9151753,331.07632,,,
11/08/2003,330.0305777,331.5859,,,
12/08/2003,330.1474878,332.86722,,,
13/08/2003,330.2659056,333.70108,,,
14/08/2003,330.3858313,332.2175,,,
15/08/2003,330.5072647,331.6968,,,
16/08/2003,330.6302059,332.39462,,,
17/08/2003,330.7546549,332.7152,,,
18/08/2003,330.8806117,331.744,,,
19/08/2003,331.0026476,333.15158,,,
20/08/2003,331.1207626,332.53683,,,
21/08/2003,331.2349566,331.5306,,,
22/08/2003,331.3452298,331.86826,,,
23/08/2003,331.4515821,332.79416,,,
24/08/2003,331.5540135,333.35565,,,
25/08/2003,331.652524,332.993,,,
26/08/2003,331.7471136,332.31332,,,
27/08/2003,331.8377823,332.08908,,,
28/08/2003,331.9245301,332.36996,,,
29/08/2003,332.007357,331.9962,,,
30/08/2003,332.086263,332.19427,,,
31/08/2003,332.1612481,332.92676,,,
1/09/2003,332.2323123,332.75803,,,
2/09/2003,332.2994556,331.83237,,,
3/09/2003,332.362678,331.2366,,,
4/09/2003,332.4219795,332.0502,,,
5/09/2003,332.4773602,332.2665,,,
6/09/2003,332.5288199,332.3604,,,
7/09/2003,332.5763587,332.41275,,,
8/09/2003,332.6199767,332.5378,,,
9/09/2003,332.6596737,332.49203,,,
10/09/2003,332.6954498,332.0959,,,
11/09/2003,332.7273051,332.13443,,,
12/09/2003,332.7552394,332.5319,,,
13/09/2003,332.7792529,331.54916,,,
14/09/2003,332.7993454,330.4481,,,
15/09/2003,332.8155171,329.8442,,,
16/09/2003,332.8277678,329.7425,,,
17/09/2003,332.8360977,330.15027,,,
18/09/2003,332.8405067,330.1613,,,
19/09/2003,332.8409947,329.88626,,,
20/09/2003,332.84266,329.19595,,,
21/09/2003,332.8497987,328.9735,,,
22/09/2003,332.862411,329.47668,,,
23/09/2003,332.8804968,331.0265,,,
24/09/2003,332.9040562,331.4366,,,
25/09/2003,332.9330891,331.6586,,,
26/09/2003,332.9675955,331.89343,,,
27/09/2003,333.0075754,332.57422,,,
28/09/2003,333.0530289,332.26324,,,
29/09/2003,333.0984602,332.36127,,,
30/09/2003,333.1438693,332.46613,,,
1/10/2003,333.1892563,332.0031,,,
2/10/2003,333.234621,331.6033,,,
3/10/2003,333.2799636,331.00113,,,
4/10/2003,333.325284,330.7937,,,
5/10/2003,333.3705822,330.84283,,,
6/10/2003,333.4158583,330.1447,,,
7/10/2003,333.4611122,329.98514,,,
8/10/2003,333.5063439,329.94003,,,
9/10/2003,333.5515534,330.52762,,,
10/10/2003,333.5967407,330.76364,,,
11/10/2003,333.6419059,331.4719,,,
12/10/2003,333.6870489,332.00055,,,
13/10/2003,333.7321697,332.1503,,,
14/10/2003,333.7772683,332.57336,,,
15/10/2003,333.8223448,333.01736,,,
16/10/2003,333.8673991,332.82236,,,
17/10/2003,333.9124312,331.71112,,,
18/10/2003,333.9574411,333.10074,,,
19/10/2003,334.0024288,334.2916,,,
20/10/2003,334.0473944,334.9545,,,
21/10/2003,334.0923378,334.05307,,,
22/10/2003,334.137259,334.24625,,,
23/10/2003,334.182158,333.89487,,,
24/10/2003,334.2270349,333.8555,,,
25/10/2003,334.2718896,334.20474,,,
26/10/2003,334.3167221,334.38403,,,
27/10/2003,334.3615324,333.7782,,,
28/10/2003,334.4063205,334.46304,,,
29/10/2003,334.4510865,334.31918,,,
30/10/2003,334.4945987,334.104,,,
31/10/2003,334.5365486,334.7293,,,
1/11/2003,334.5769362,334.4841,,,
2/11/2003,334.6157616,333.99832,,,
3/11/2003,334.6530247,332.61166,,,
4/11/2003,334.6887256,332.1675,,,
5/11/2003,334.7228642,332.10226,,,
6/11/2003,334.7554406,332.46204,,,
7/11/2003,334.7864547,334.22623,,,
8/11/2003,334.8159065,335.42972,,,
9/11/2003,334.8437961,335.07993,,,
10/11/2003,334.8701235,334.33722,,,
11/11/2003,334.8948885,333.37112,,,
12/11/2003,334.9180914,334.2041,,,
13/11/2003,334.939732,334.41504,,,
14/11/2003,334.9598103,332.30984,,,
15/11/2003,334.9783263,331.73672,,,
16/11/2003,334.9952802,331.7027,,,
17/11/2003,335.0106717,332.26724,,,
18/11/2003,335.024501,332.96854,,,
19/11/2003,335.0367681,332.9896,,,
20/11/2003,335.0474728,333.41547,,,
21/11/2003,335.0566154,333.5187,,,
22/11/2003,335.0641957,333.62802,,,
23/11/2003,335.0702137,333.51334,,,
24/11/2003,335.0746695,334.28763,,,
25/11/2003,335.077563,334.28836,,,
26/11/2003,335.0788942,334.7698,,,
27/11/2003,335.0786632,334.99695,,,
28/11/2003,335.07687,334.5444,,,
29/11/2003,335.0735145,335.26126,,,
30/11/2003,335.0685967,335.93436,,,
1/12/2003,335.0621167,335.7712,,,
2/12/2003,335.0540744,335.89078,,,
3/12/2003,335.0444699,334.95013,,,
4/12/2003,335.0333031,335.56754,,,
5/12/2003,335.0205741,334.7112,,,
6/12/2003,335.0062828,333.60895,,,
7/12/2003,334.9904292,333.14572,,,
8/12/2003,334.9730134,333.12396,,,
9/12/2003,334.9540354,332.9866,,,
10/12/2003,334.933495,332.39612,,,
11/12/2003,334.9113925,331.741,,,
12/12/2003,334.8877276,332.25546,,,
13/12/2003,334.8625006,331.67007,,,
14/12/2003,334.8357112,331.09692,,,
15/12/2003,334.8073596,330.11005,,,
16/12/2003,334.7774458,330.56613,,,
17/12/2003,334.7459697,330.6495,,,
18/12/2003,334.71836,331.22922,,,
19/12/2003,334.6946167,331.25473,,,
20/12/2003,334.6747399,332.23416,,,
21/12/2003,334.6587295,332.34216,,,
22/12/2003,334.6465855,332.74225,,,
23/12/2003,334.6383079,331.7628,,,
24/12/2003,334.6338967,331.4874,,,
25/12/2003,334.633352,332.2247,,,
26/12/2003,334.6366736,332.9611,,,
27/12/2003,334.6438617,333.9014,,,
28/12/2003,334.6549163,333.87875,,,
29/12/2003,334.6698372,333.62613,,,
30/12/2003,334.6886245,333.84915,,,
31/12/2003,334.7112783,333.99103,,,
1/01/2004,334.7377985,333.41696,,,
2/01/2004,334.7681851,333.20737,,,
3/01/2004,334.8024382,333.13052,,,
4/01/2004,334.8405576,333.19308,,,
5/01/2004,334.8825435,332.7153,,,
6/01/2004,334.9283958,332.47543,,,
7/01/2004,334.9781145,332.19748,,,
8/01/2004,335.0316996,331.85318,,,
9/01/2004,335.0891512,332.12552,,,
10/01/2004,335.1478657,333.12964,,,
11/01/2004,335.2078433,333.3268,,,
12/01/2004,335.269084,333.48663,,,
13/01/2004,335.3315876,333.3152,,,
14/01/2004,335.3953543,330.9747,,,
15/01/2004,335.460384,332.00217,,,
16/01/2004,335.5266767,333.24884,,,
17/01/2004,335.5942324,333.84872,,,
18/01/2004,335.6630512,334.2865,,,
19/01/2004,335.7280349,333.35745,,,
20/01/2004,335.7891836,332.85037,,,
21/01/2004,335.8464973,332.86798,,,
22/01/2004,335.8999759,332.82993,,,
23/01/2004,335.9496195,332.6313,,,
24/01/2004,335.995428,332.81723,,,
25/01/2004,336.0374015,333.30173,,,
26/01/2004,336.07554,333.90442,,,
27/01/2004,336.1098434,334.45355,,,
28/01/2004,336.1403118,334.5033,,,
29/01/2004,336.1669452,334.65402,,,
30/01/2004,336.1897435,335.11212,,,
31/01/2004,336.2087068,334.592,,,
1/02/2004,336.2238351,334.22913,,,
2/02/2004,336.2351283,334.39276,,,
3/02/2004,336.2485054,334.21964,,,
4/02/2004,336.2639664,334.13608,,,
5/02/2004,336.2815112,333.90994,,,
6/02/2004,336.3011399,333.6142,,,
7/02/2004,336.3228525,333.41586,,,
8/02/2004,336.346649,333.70242,,,
9/02/2004,336.3725294,333.57782,,,
10/02/2004,336.4004936,333.39905,,,
11/02/2004,336.4258241,333.96396,,,
12/02/2004,336.4485208,334.27414,,,
13/02/2004,336.4685838,334.61777,,,
14/02/2004,336.4860131,334.76437,,,
15/02/2004,336.5008086,334.88364,,,
16/02/2004,336.5129704,335.39963,,,
17/02/2004,336.5224985,335.25235,,,
18/02/2004,336.5293928,334.58224,,,
19/02/2004,336.5336534,334.4763,,,
20/02/2004,336.5352802,334.74503,,,
21/02/2004,336.5342733,334.58484,,,
22/02/2004,336.5306326,334.0596,,,
23/02/2004,336.5243583,333.8254,,,
24/02/2004,336.5154501,333.9101,,,
25/02/2004,336.5039083,333.49472,,,
26/02/2004,336.4897326,333.38278,,,
27/02/2004,336.4729233,332.97482,,,
28/02/2004,336.4547118,332.8207,,,
29/02/2004,336.4350983,332.46146,,,
1/03/2004,336.4140826,333.2545,,,
2/03/2004,336.3916649,333.16763,,,
3/03/2004,336.367845,333.06494,,,
4/03/2004,336.3426231,333.3065,,,
5/03/2004,336.3159991,333.05203,,,
6/03/2004,336.2857563,333.5195,,,
7/03/2004,336.2518949,334.05396,,,
8/03/2004,336.2144148,334.0726,,,
9/03/2004,336.1733161,334.20267,,,
10/03/2004,336.1285986,333.99576,,,
11/03/2004,336.0802625,334.3537,,,
12/03/2004,336.0283077,333.91348,,,
13/03/2004,335.9727342,333.67313,,,
14/03/2004,335.913542,333.373,,,
15/03/2004,335.8507312,332.71887,,,
16/03/2004,335.7843017,332.79803,,,
17/03/2004,335.7142534,334.16794,,,
18/03/2004,335.6405866,335.09045,,,
19/03/2004,335.563301,333.96097,,,
20/03/2004,335.4823967,333.83987,,,
21/03/2004,335.3978738,335.03397,,,
22/03/2004,335.3160089,335.56787,,,
23/03/2004,335.236802,335.49432,,,
24/03/2004,335.160253,334.95804,,,
25/03/2004,335.0863621,334.75397,,,
26/03/2004,335.0151292,334.44485,,,
27/03/2004,334.9465543,334.44754,,,
28/03/2004,334.8806374,333.82065,,,
29/03/2004,334.8173785,333.84845,,,
30/03/2004,334.7567775,333.65604,,,
31/03/2004,334.6988346,333.65543,,,
1/04/2004,334.6435497,333.8443,,,
2/04/2004,334.5909228,334.84012,,,
3/04/2004,334.5409539,335.72342,,,
4/04/2004,334.493643,335.34232,,,
5/04/2004,334.4489901,334.11606,,,
6/04/2004,334.4069952,334.63348,,,
7/04/2004,334.3676583,335.36246,,,
8/04/2004,334.3309794,335.52344,,,
9/04/2004,334.2969585,334.54916,,,
10/04/2004,334.2655956,334.17886,,,
11/04/2004,334.2368907,335.2144,,,
12/04/2004,334.2108438,335.90015,,,
13/04/2004,334.1874549,335.183,,,
14/04/2004,334.166724,335.2743,,,
15/04/2004,334.1486511,335.86673,,,
16/04/2004,334.1332362,335.56693,,,
17/04/2004,334.1204793,335.22433,,,
18/04/2004,334.1103804,335.29376,,,
19/04/2004,334.1029395,334.82358,,,
20/04/2004,334.0981566,334.39496,,,
21/04/2004,334.0960317,334.14847,,,
22/04/2004,334.0965649,333.59665,,,
23/04/2004,334.0968743,333.03915,,,
24/04/2004,334.09696,332.60318,,,
25/04/2004,334.0968221,332.43106,,,
26/04/2004,334.0964605,331.44064,,,
27/04/2004,334.0958752,331.45065,,,
28/04/2004,334.0950663,331.58008,,,
29/04/2004,334.0940336,331.1815,,,
30/04/2004,334.0927773,331.54257,,,
1/05/2004,334.0912973,331.9957,,,
2/05/2004,334.0895936,333.04443,,,
3/05/2004,334.0876663,332.6157,,,
4/05/2004,334.0855152,332.1523,,,
5/05/2004,334.0831405,332.65158,,,
6/05/2004,334.0805421,332.4404,,,
7/05/2004,334.07772,332.9766,,,
8/05/2004,334.0746742,334.26895,,,
9/05/2004,334.0701673,334.56827,,,
10/05/2004,334.0668025,334.55713,,,
11/05/2004,334.0645798,333.18427,,,
12/05/2004,334.0634994,333.04196,,,
13/05/2004,334.0635611,333.83047,,,
14/05/2004,334.064765,333.8243,,,
15/05/2004,334.067111,333.3586,,,
16/05/2004,334.0705992,333.9011,,,
17/05/2004,334.0752297,333.66983,,,
18/05/2004,334.0810022,333.23212,,,
19/05/2004,334.087917,333.72195,,,
20/05/2004,334.0959739,334.03778,,,
21/05/2004,334.105173,334.07626,,,
22/05/2004,334.1155143,334.1562,,,
23/05/2004,334.1269977,334.14847,,,
24/05/2004,334.1396234,334.7236,,,
25/05/2004,334.1533912,335.22458,,,
26/05/2004,334.1683011,334.29773,,,
27/05/2004,334.1843533,335.49594,,,
28/05/2004,334.2015476,335.26096,,,
29/05/2004,334.2198841,334.6737,,,
30/05/2004,334.2393628,333.53714,,,
31/05/2004,334.2599836,333.44455,,,
1/06/2004,334.2817466,333.73328,,,
2/06/2004,334.3055782,333.19077,,,
3/06/2004,334.3255594,332.4661,,,
4/06/2004,334.3416902,332.32385,,,
5/06/2004,334.3539707,332.45975,,,
6/06/2004,334.3624008,332.07977,,,
7/06/2004,334.3669805,332.62082,,,
8/06/2004,334.3677099,333.707,,,
9/06/2004,334.3645889,333.41034,,,
10/06/2004,334.3576175,333.0023,,,
11/06/2004,334.3515134,332.42673,,,
12/06/2004,334.3462765,332.07224,,,
13/06/2004,334.3419069,331.8052,,,
14/06/2004,334.3384045,331.70795,,,
15/06/2004,334.3357694,332.62576,,,
16/06/2004,334.3340015,333.11215,,,
17/06/2004,334.3331009,333.25345,,,
18/06/2004,334.3330675,333.59125,,,
19/06/2004,334.3339014,334.8827,,,
20/06/2004,334.3356025,335.5994,,,
21/06/2004,334.3381709,335.94724,,,
22/06/2004,334.3416065,336.71774,,,
23/06/2004,334.3459094,337.00293,,,
24/06/2004,334.3510795,337.5764,,,
25/06/2004,334.3571169,337.37686,,,
26/06/2004,334.3640216,336.52267,,,
27/06/2004,334.3717934,336.3813,,,
28/06/2004,334.3804326,337.35193,,,
29/06/2004,334.3899389,337.69675,,,
30/06/2004,334.4003126,336.42,,,
1/07/2004,334.4115534,335.96396,,,
2/07/2004,334.4236616,335.82108,,,
3/07/2004,334.4366369,335.79068,,,
4/07/2004,334.4504796,336.39725,,,
5/07/2004,334.467406,336.17468,,,
6/07/2004,334.4874163,334.71732,,,
7/07/2004,334.5105104,336.1704,,,
8/07/2004,334.5366884,335.88943,,,
9/07/2004,334.5659502,336.68515,,,
10/07/2004,334.5982958,337.5354,,,
11/07/2004,334.6337252,338.1442,,,
12/07/2004,334.6722385,337.72946,,,
13/07/2004,334.7138356,338.43893,,,
14/07/2004,334.7585165,339.57242,,,
15/07/2004,334.8062813,339.33862,,,
16/07/2004,334.8571298,338.71304,,,
17/07/2004,334.9110623,338.40707,,,
18/07/2004,334.9680785,338.92664,,,
19/07/2004,335.0281786,341.71805,,,
20/07/2004,335.0913625,341.76028,,,
21/07/2004,335.1513536,340.95456,,,
22/07/2004,335.2081518,340.59573,,,
23/07/2004,335.2617571,339.8876,,,
24/07/2004,335.3121696,338.25232,,,
25/07/2004,335.3593893,338.34073,,,
26/07/2004,335.4034161,339.7241,,,
27/07/2004,335.44425,340.8404,,,
28/07/2004,335.4830618,341.10434,,,
29/07/2004,335.5198514,341.48282,,,
30/07/2004,335.5546188,340.21396,,,
31/07/2004,335.5873641,339.85614,,,
1/08/2004,335.6180871,339.33054,,,
2/08/2004,335.646788,338.88916,,,
3/08/2004,335.6734667,338.0776,,,
4/08/2004,335.6981232,337.66864,,,
5/08/2004,335.7207576,338.18607,,,
6/08/2004,335.7413697,338.13696,,,
7/08/2004,335.7599597,336.9314,,,
8/08/2004,335.7765275,336.09894,,,
9/08/2004,335.7910731,334.30637,,,
10/08/2004,335.8035966,334.16397,,,
11/08/2004,335.8140978,332.52948,,,
12/08/2004,335.8225769,333.8407,,,
13/08/2004,335.8290338,334.58694,,,
14/08/2004,335.8334686,334.9046,,,
15/08/2004,335.8358811,335.02484,,,
16/08/2004,335.8362715,334.4045,,,
17/08/2004,335.8346397,334.97983,,,
18/08/2004,335.8309857,334.89218,,,
19/08/2004,335.8253095,334.2726,,,
20/08/2004,335.8176112,335.1695,,,
21/08/2004,335.8095339,336.1055,,,
22/08/2004,335.8039593,335.9071,,,
23/08/2004,335.8008875,336.57266,,,
24/08/2004,335.8003184,335.35648,,,
25/08/2004,335.8022521,334.79712,,,
26/08/2004,335.8066885,334.7397,,,
27/08/2004,335.8136276,334.73303,,,
28/08/2004,335.8230695,334.9117,,,
29/08/2004,335.8350141,334.73148,,,
30/08/2004,335.8494614,334.7407,,,
31/08/2004,335.8664115,334.20255,,,
1/09/2004,335.8858643,333.79147,,,
2/09/2004,335.9078198,333.5862,,,
3/09/2004,335.9322781,333.87595,,,
4/09/2004,335.9592391,333.66104,,,
5/09/2004,335.9887029,333.33197,,,
6/09/2004,336.0130743,333.3973,,,
7/09/2004,336.0335909,333.2766,,,
8/09/2004,336.0502527,333.55557,,,
9/09/2004,336.0630597,333.44736,,,
10/09/2004,336.072012,333.68546,,,
11/09/2004,336.0771094,334.87228,,,
12/09/2004,336.078352,335.12854,,,
13/09/2004,336.0757398,335.321,,,
14/09/2004,336.0692728,335.1857,,,
15/09/2004,336.0589511,335.32578,,,
16/09/2004,336.0447745,334.9316,,,
17/09/2004,336.0267431,335.59225,,,
18/09/2004,336.0048569,335.34814,,,
19/09/2004,335.9791159,335.23163,,,
20/09/2004,335.9495201,334.87222,,,
21/09/2004,335.9160696,334.15366,,,
22/09/2004,335.8787642,332.84286,,,
23/09/2004,335.837604,332.03195,,,
24/09/2004,335.792589,332.0959,,,
25/09/2004,335.7437193,331.6364,,,
26/09/2004,335.6909947,331.41055,,,
27/09/2004,335.6344153,331.32596,,,
28/09/2004,335.5739811,331.94363,,,
29/09/2004,335.5096922,331.98837,,,
30/09/2004,335.4415484,331.96222,,,
1/10/2004,335.3686234,331.8002,,,
2/10/2004,335.2909173,332.60416,,,
3/10/2004,335.20843,331.64706,,,
4/10/2004,335.1211616,331.99442,,,
5/10/2004,335.0291119,332.35727,,,
6/10/2004,334.9322811,333.04938,,,
7/10/2004,334.8306691,333.09943,,,
8/10/2004,334.7334238,334.254,,,
9/10/2004,334.6405452,335.0888,,,
10/10/2004,334.5520332,334.27753,,,
11/10/2004,334.4678879,333.39377,,,
12/10/2004,334.3881092,332.73007,,,
13/10/2004,334.3126973,332.85678,,,
14/10/2004,334.241652,332.7039,,,
15/10/2004,334.1749733,332.6207,,,
16/10/2004,334.1126613,332.87598,,,
17/10/2004,334.054716,332.50308,,,
18/10/2004,334.0011374,332.9285,,,
19/10/2004,333.9519254,333.06558,,,
20/10/2004,333.9070801,333.21402,,,
21/10/2004,333.8666015,333.6423,,,
22/10/2004,333.8304895,334.09872,,,
23/10/2004,333.7987442,334.7426,,,
24/10/2004,333.7713655,336.17917,,,
25/10/2004,333.7483536,337.07315,,,
26/10/2004,333.7297083,336.3337,,,
27/10/2004,333.7154296,337.14688,,,
28/10/2004,333.7055176,337.25153,,,
29/10/2004,333.6999723,338.259,,,
30/10/2004,333.6987937,337.55643,,,
31/10/2004,333.7019817,335.53125,,,
1/11/2004,333.7095364,334.4962,,,
2/11/2004,333.7214578,335.86533,,,
3/11/2004,333.7377458,337.02426,,,
4/11/2004,333.7584005,337.27365,,,
5/11/2004,333.7834219,334.9099,,,
6/11/2004,333.8128099,333.95602,,,
7/11/2004,333.8465646,333.63565,,,
8/11/2004,333.884686,333.26083,,,
9/11/2004,333.927174,333.39487,,,
10/11/2004,333.9740287,333.02475,,,
11/11/2004,334.02525,332.3892,,,
