dates,shore,Hs,Tp,Dir,Eng,,real_dates
2003-08-15,357.5556012,1.9329604,9.455639,284.77225,17.31142733,,
2003-08-16,357.7190452,2.0407393,16.543669,262.2824,33.76004124,,
2003-08-17,357.8946598,1.7778308,14.001265,258.7398,21.68424009,,
2003-08-18,358.0823135,1.5497667,10.361117,257.72876,12.19369444,,
2003-08-19,358.2818509,1.4537299,7.772127,260.87814,8.048286254,,
2003-08-20,358.4930921,1.427095,7.0890803,258.77765,7.074434743,,
2003-08-21,358.7158329,1.2212741,8.248207,257.71707,6.028120506,,
2003-08-22,358.9498454,1.127242,6.574623,255.42615,4.093560924,,
2003-08-23,359.1948786,1.0313958,6.6975813,258.8567,3.491120114,,
2003-08-24,359.450659,0.78948945,13.992291,257.6882,4.273439603,,
2003-08-25,359.7168921,0.9981742,10.085035,269.43146,4.923638632,,
2003-08-26,359.9932631,1.6582141,12.07136,272.51004,16.26422933,,
2003-08-27,360.279439,1.7439411,12.468109,264.49768,18.58062406,,
2003-08-28,360.5750698,1.6841805,13.05741,258.4532,18.14806769,,
2003-08-29,360.8797908,1.6006491,13.71745,256.61386,17.22113358,,
2003-08-30,361.1932244,1.5837519,11.113663,256.10938,13.65927351,,
2003-08-31,361.5149846,1.6214603,11.711268,259.0292,15.08733867,,
2003-09-01,361.8446777,1.7214116,9.227288,260.54138,13.39798867,,
2003-09-02,362.181902,1.7295258,8.202479,261.89883,12.02251416,,
2003-09-03,362.5262481,1.8342502,12.023437,259.62305,19.82174398,,
2003-09-04,362.8772993,2.1706662,15.802866,266.42224,36.4853087,,
2003-09-05,363.2346313,1.8738678,16.015942,262.19373,27.5566528,,
2003-09-06,363.5978127,1.7610292,15.918473,261.0005,24.18970653,,
2003-09-07,363.9664049,1.7534873,12.237085,260.22794,18.43653517,,
2003-09-08,364.3399619,1.6820803,15.016146,261.91602,20.81843176,,
2003-09-09,364.7180307,1.6587869,13.391344,260.72418,18.05516411,,
2003-09-10,365.1001513,1.3537786,6.810611,263.85022,6.116140379,,
2003-09-11,365.4858562,1.2461905,10.680446,267.788,8.127450648,,
2003-09-12,365.874671,1.4357823,16.741663,264.83243,16.91110032,,
2003-09-13,366.2661139,1.5867114,11.557762,276.70697,14.25823312,,
2003-09-14,366.6596961,1.6974498,6.6583457,300.2354,9.400615695,,
2003-09-15,367.054921,1.5491939,5.8181643,282.44077,6.842166177,,
2003-09-16,367.4512851,1.8195488,7.1804395,302.2074,11.64862121,,
2003-09-17,367.8482788,1.9106216,10.1850815,282.94046,18.21838833,,
2003-09-18,368.2453888,2.131908,11.123686,267.05875,24.7731778,,
2003-09-19,368.6420996,1.9685684,15.428742,263.00064,29.29730118,,
2003-09-20,369.0378954,1.8272814,14.347419,260.48087,23.47365561,,
2003-09-21,369.4322615,1.8510519,8.606675,262.88312,14.45002755,,
2003-09-22,369.8246868,1.6485722,11.759765,258.88486,15.66068186,,
2003-09-23,370.2146651,1.6767342,9.084761,261.0754,12.51520684,,
2003-09-24,370.6016968,1.8011241,13.479935,262.24323,21.42748268,,
2003-09-25,370.9852911,1.8322455,13.277454,260.83554,21.84128636,,
2003-09-26,371.3649673,1.905562,9.631293,263.15186,17.13668613,,
2003-09-27,371.7402568,1.8427466,14.191716,262.12225,23.61360144,,
2003-09-28,372.1107043,1.7035596,11.9021015,266.86694,16.92522279,,
2003-09-29,372.4758699,1.7090012,6.5112348,294.27133,9.318460572,,
2003-09-30,372.8353303,1.7610291,6.7581053,286.52774,10.26961351,,
2003-10-01,373.18868,1.8676627,13.369578,261.05344,22.85128727,,
2003-10-02,373.5355331,1.6750157,13.175499,256.3307,18.11343915,,
2003-10-03,373.875524,1.834632,6.028281,290.39264,9.942314498,,
2003-10-04,374.2083087,1.9482346,10.885311,262.37244,20.24507666,,
2003-10-05,374.5335657,1.8330092,9.302514,256.86133,15.31530682,,
2003-10-06,374.8509966,1.5239913,12.302956,252.47058,14.0013698,,
2003-10-07,375.1603268,0.990728,12.28014,254.2666,5.906201676,,
2003-10-08,375.4613056,1.4360689,9.23884,273.56787,9.336069588,,
2003-10-09,375.7537065,1.7800264,10.124748,284.953,15.71929954,,
2003-10-10,376.0373271,1.689431,15.456617,261.8968,21.61680195,,
2003-10-11,376.3119887,1.614778,14.106371,259.08142,18.02341279,,
2003-10-12,376.5775357,1.5423205,13.826183,257.937,16.11564318,,
2003-10-13,376.8338345,1.4993616,9.510627,256.9397,10.47654294,,
2003-10-14,377.0807727,1.5717236,11.008938,255.75607,13.32581729,,
2003-10-15,377.3182572,1.4189807,10.588896,254.08446,10.44719594,,
2003-10-16,377.5462132,1.2596508,9.621747,252.43758,7.480839666,,
2003-10-17,377.7645816,1.3407,8.830062,252.97852,7.777196137,,
2003-10-18,377.9733171,1.5348744,10.999964,256.8249,12.69793294,,
2003-10-19,378.1723905,1.6595507,12.847102,257.41736,17.33733344,,
2003-10-20,378.3617905,1.5396476,11.263732,257.13968,13.0834129,,
2003-10-21,378.5415248,1.5432752,12.146681,258.9254,14.1755677,,
2003-10-22,378.7116223,1.6365438,12.972256,259.6107,17.02420565,,
2003-10-23,378.8721329,1.6835121,12.098472,260.87265,16.80192679,,
2003-10-24,379.0231292,1.6263292,9.04457,258.72882,11.72197858,,
2003-10-25,379.164706,1.3542559,6.61195,255.5375,5.941924284,,
2003-10-26,379.296981,0.9100608,11.416952,252.65204,4.63326426,,
2003-10-27,379.4200939,1.1588405,6.7846446,319.8714,4.464476206,,
2003-10-28,379.5342063,1.6224151,7.8050623,275.01404,10.06691527,,
2003-10-29,379.6395007,1.6064725,5.721173,262.78552,7.234820352,,
2003-10-30,379.7361797,1.7109104,9.223566,295.43088,13.22968404,,
2003-10-31,379.8244645,1.6404577,8.793308,293.7723,11.59520518,,
2003-11-01,379.9045936,1.7397406,9.122946,281.03995,13.5300743,,
2003-11-02,379.9768216,2.0410259,13.189819,282.69443,26.92352672,,
2003-11-03,380.0414168,1.7886183,11.458097,264.7142,17.96155425,,
2003-11-04,380.0986603,1.8005514,11.204639,260.24924,17.79938496,,
2003-11-05,380.1488433,1.606759,8.587392,256.66608,10.8632269,,
2003-11-06,380.1922657,1.5660912,7.7936063,254.63432,9.366312461,,
2003-11-07,380.2292337,1.7631292,11.880336,258.3625,18.09643719,,
2003-11-08,380.260058,1.841983,11.180296,261.32904,18.5874844,,
2003-11-09,380.2850517,1.5512942,7.5713654,259.51447,8.928091317,,
2003-11-10,380.304528,1.3478597,6.349519,259.964,5.652314052,,
2003-11-11,380.3187982,1.4786459,6.5036936,261.36615,6.967621002,,
2003-11-12,380.3281698,1.6913402,10.278445,258.28687,14.4073942,,
2003-11-13,380.3329442,1.8096205,11.821529,260.2733,18.96901355,,
2003-11-14,380.3334147,1.777831,8.791113,260.4101,13.61510177,,
2003-11-15,380.3298647,1.7292397,12.244246,257.02353,17.94066437,,
2003-11-16,380.3225655,1.6760659,9.686758,257.52255,13.33388517,,
2003-11-17,380.3117749,1.7262801,9.777831,262.6838,14.27779477,,
2003-11-18,380.2977348,1.4825599,7.554564,259.687,8.136356762,,
2003-11-19,380.28067,1.0996526,7.329841,257.9301,4.343118157,,
2003-11-20,380.2607814,1.1455711,5.389053,263.411,3.465394108,,
2003-11-21,380.238243,1.2988867,10.035775,260.90564,8.296397189,,
2003-11-22,380.2132033,1.5404112,6.726507,270.12015,7.820941074,,
2003-11-23,380.1857913,1.4578347,4.711066,252.3008,4.906048477,,
2003-11-24,380.1561246,1.6347299,9.384709,254.39444,12.28878378,,
2003-11-25,380.1243168,1.4336821,9.967614,251.9592,10.03905925,,
2003-11-26,380.0904804,1.0466701,9.473681,255.50589,5.085509535,,
2003-11-27,380.0547267,1.4804596,7.6237755,260.58188,8.187650576,,
2003-11-28,380.0171656,1.6050406,6.480591,258.27518,8.180554425,,
2003-11-29,379.9779051,1.5479528,5.5728216,256.5699,6.543146567,,
2003-11-30,379.937047,1.3720123,7.9153233,257.85248,7.300973093,,
2003-12-01,379.89468,1.1086264,6.2320023,258.27036,3.753134407,,
2003-12-02,379.850873,1.46614,11.390032,260.39975,11.9969793,,
2003-12-03,379.8056702,1.6467583,15.443729,261.06924,20.52144672,,
2003-12-04,379.759088,1.2311071,12.186203,258.458,9.050157981,,
2003-12-05,379.7111149,1.3050919,9.2844715,260.1764,7.748817918,,
2003-12-06,379.6617116,1.6821758,7.7964706,263.18832,10.81027862,,
2003-12-07,379.6108131,1.574683,7.8495483,257.94595,9.537334703,,
2003-12-08,379.5583323,1.3975967,6.088519,255.85506,5.827355037,,
2003-12-09,379.5041651,1.3321083,6.658345,263.68594,5.789505126,,
2003-12-10,379.4481965,1.2795074,10.153865,261.99646,8.145412241,,
2003-12-11,379.3903064,1.015835,11.348313,260.3434,5.738174219,,
2003-12-12,379.3303767,0.7027124,12.527488,257.90747,3.031205007,,
2003-12-13,379.2682911,1.0544981,12.101622,264.32727,6.593731623,,
2003-12-14,379.2039369,1.5691459,8.550065,263.4866,10.31554432,,
2003-12-15,379.1372052,1.6785481,7.770122,257.99887,10.72732651,,
2003-12-16,379.067992,1.6717699,6.5715685,255.4619,8.999494634,,
2003-12-17,378.9961988,1.5059487,10.193101,259.90488,11.32720508,,
2003-12-18,378.9217337,1.3293396,11.643298,255.90796,10.08193696,,
2003-12-19,378.844512,1.3936826,15.757425,258.8567,14.99716206,,
2003-12-20,378.7644571,1.5162587,11.193565,258.57968,12.60988474,,
2003-12-21,378.6815012,1.537261,8.74023,259.2588,10.12078409,,
2003-12-22,378.5955861,1.4346368,8.123627,254.95189,8.192755382,,
2003-12-23,378.506664,1.5202682,8.012888,281.983,9.07455997,,
2003-12-24,378.4146981,1.8051336,12.108591,273.72183,19.33340684,,
2003-12-25,378.3196638,1.7848952,9.87129,262.39993,15.40974436,,
2003-12-26,378.2215485,1.6712928,6.9437838,270.8769,9.503801453,,
2003-12-27,378.1203533,1.8330092,14.060262,264.94446,23.14828298,,
2003-12-28,378.0160931,1.7785947,13.098364,262.42328,20.30332296,,
2003-12-29,377.9087972,1.6741568,10.297347,260.59634,14.14209304,,
2003-12-30,377.7985102,1.6268063,8.932877,257.5686,11.58401538,,
2003-12-31,377.6852923,1.380986,7.1397715,255.4825,6.67204466,,
2004-01-01,377.5692201,1.4601257,10.344602,257.87033,10.80663185,,
2004-01-02,377.450387,1.6380712,15.460722,263.09277,20.32784782,,
2004-01-03,377.3289035,1.6206012,12.142958,260.72556,15.62690188,,
2004-01-04,377.2048978,1.4816052,11.430985,258.02017,12.29545832,,
2004-01-05,377.0785163,1.3844225,11.74029,255.95677,11.02585312,,
2004-01-06,376.949898,1.4481928,11.655135,255.32442,11.97749936,,
2004-01-07,376.8191782,1.3096741,8.386058,254.7498,7.048235716,,
2004-01-08,376.686492,1.5473802,8.000286,275.39758,9.386326644,,
2004-01-09,376.5519784,1.8302407,9.581747,288.64474,15.72740958,,
2004-01-10,376.4157831,1.8152529,12.003102,266.1714,19.38044993,,
2004-01-11,376.278062,1.6217468,6.333385,260.02036,8.162027778,,
2004-01-12,376.1389841,1.5378337,5.623322,259.12613,6.516400678,,
2004-01-13,375.9987337,1.5401248,7.9472084,257.91846,9.236820629,,
2004-01-14,375.8575127,1.3636115,5.871529,258.22913,5.349689804,,
2004-01-15,375.715534,1.6068544,9.844465,261.60742,12.45492888,,
2004-01-16,375.573013,1.756256,11.733989,259.3715,17.73443671,,
2004-01-17,375.4301574,1.5860431,8.601138,259.46567,10.60185757,,
2004-01-18,375.2871591,1.8358731,9.489052,278.5738,15.67127109,,
2004-01-19,375.1441881,1.739836,8.258135,282.43253,12.24883217,,
2004-01-20,375.0013912,1.5117719,7.050226,261.8432,7.895354893,,
2004-01-21,374.8588953,1.1052852,7.1177197,256.40765,4.260746254,,
2004-01-22,374.7168237,1.0973616,12.012458,260.24442,7.088061547,,
2004-01-23,374.575297,1.3447095,14.660732,258.76456,12.98998594,,
2004-01-24,374.4344326,1.4038017,11.925108,257.5315,11.51515873,,
2004-01-25,374.2943456,1.2733022,12.241,256.5493,9.724694275,,
2004-01-26,374.1551483,1.3216072,11.369029,256.0812,9.730255545,,
2004-01-27,374.016951,1.1767879,13.111633,254.47075,8.897116005,,
2004-01-28,373.879862,0.82719773,11.778284,257.20224,3.949087621,,
2004-01-29,373.7439874,0.9701078,7.3903656,271.18073,3.408018914,,
2004-01-30,373.609432,0.93411773,9.70776,264.2145,4.150671295,,
2004-01-31,373.4762991,0.80218613,9.897925,264.55133,3.120976769,,
2004-02-01,373.3446903,0.9370771,6.7570553,295.17517,2.907396096,,
2004-02-02,373.2147066,0.9476737,4.4382286,294.76483,1.953095161,,
2004-02-03,373.0864478,1.0642356,6.2030764,270.09818,3.442538257,,
2004-02-04,372.9600128,1.369721,6.8427825,261.34482,6.290614107,,
2004-02-05,372.8355001,1.6323433,5.8364935,258.1322,7.620282787,,
2004-02-06,372.7130074,1.4128711,6.19458,258.92816,6.059168495,,
2004-02-07,372.5926324,1.5458527,5.968234,256.1877,6.988406197,,
2004-02-08,372.4744724,1.5048031,7.9626737,259.9399,8.835158677,,
2004-02-09,372.3586244,1.4410329,8.449255,260.55716,8.597304124,,
2004-02-10,372.2451859,1.5835611,7.1753798,272.2104,8.816792568,,
2004-02-11,372.134254,1.5398383,7.960573,260.441,9.248911937,,
2004-02-12,372.0259264,1.7060417,8.725051,257.97482,12.44352254,,
2004-02-13,371.9203008,1.4676676,7.9409075,257.91434,8.381497716,,
2004-02-14,371.8174755,1.5793607,7.6658754,261.17303,9.369587906,,
2004-02-15,371.7175492,1.8222218,13.443658,262.3415,21.87338573,,
2004-02-16,371.620621,1.5843248,8.3664875,259.26358,10.29029174,,
2004-02-17,371.5267905,1.8476152,9.059271,263.37186,15.15348015,,
2004-02-18,371.436158,1.8873283,11.377621,263.88803,19.85831737,,
2004-02-19,371.3488243,1.9495711,12.112791,261.83493,22.55892812,,
2004-02-20,371.2648909,2.077493,16.1347,263.34433,34.12212841,,
2004-02-21,371.1844595,2.024033,13.568525,261.44452,27.23729015,,
2004-02-22,371.1076329,1.9010752,11.964249,264.50937,21.18751953,,
2004-02-23,371.0345139,1.6877126,12.1966095,262.50647,17.02284657,,
2004-02-24,370.965206,1.9426976,11.530842,260.77368,21.32394279,,
2004-02-25,370.8998131,1.718643,8.405055,257.55414,12.16488441,,
2004-02-26,370.8384395,1.3441368,5.4079547,254.16418,4.787580264,,
2004-02-27,370.7811894,1.3333492,8.225391,282.20914,7.165400027,,
2004-02-28,370.7281674,1.7503372,8.603811,325.83066,12.91606993,,
2004-02-29,370.679478,1.842842,10.482357,315.64764,17.44340361,,
2004-03-01,370.6352254,1.4442787,10.4078,317.10004,10.63792762,,
2004-03-02,370.5955136,1.7222706,10.969034,277.17297,15.94289694,,
2004-03-03,370.560446,1.538311,5.8931994,260.48773,6.833378975,,
2004-03-04,370.5301253,1.2947817,6.5898976,257.81534,5.41337174,,
2004-03-05,370.5046534,1.1366929,6.8617797,258.1927,4.34429337,,
2004-03-06,370.4841308,1.3416547,7.727927,259.87396,6.816172986,,
2004-03-07,370.4686566,1.3761172,6.9823513,260.87265,6.479009574,,
2004-03-08,370.4583284,1.2652832,6.272479,263.68665,4.920517484,,
2004-03-09,370.4532415,1.3837544,8.182432,261.38266,7.677087924,,
2004-03-10,370.4534892,1.7029867,7.168411,278.2892,10.18688703,,
2004-03-11,370.4591618,1.8418874,9.729239,264.78088,16.17339175,,
2004-03-12,370.4703469,1.6101002,10.992136,257.09503,13.96316857,,
2004-03-13,370.4871286,1.4331094,10.870037,255.22202,10.93920577,,
2004-03-14,370.509587,1.4201262,15.60516,254.00746,15.42120056,,
2004-03-15,370.5377984,1.543848,17.17612,255.93753,20.05996748,,
2004-03-16,370.5718341,1.4856149,11.118627,254.62883,12.02429809,,
2004-03-17,370.6117605,1.4928701,11.263923,253.66655,12.30069904,,
2004-03-18,370.6576383,1.5141586,15.163829,254.89415,17.03521792,,
2004-03-19,370.7095221,1.4129664,13.823797,253.29605,13.52343745,,
2004-03-20,370.7674601,1.3585519,11.394996,253.19984,10.30534951,,
2004-03-21,370.8314931,1.5077624,10.387562,255.65915,11.57112344,,
2004-03-22,370.9016543,1.790814,11.963963,257.79132,18.80061704,,
2004-03-23,370.9779687,1.7850862,9.188625,256.7101,14.34712866,,
2004-03-24,371.0604523,1.7339172,8.838177,256.25922,13.02013491,,
2004-03-25,371.1491118,1.5312468,7.9318385,257.53632,9.112978197,,
2004-03-26,371.2439436,1.2780755,7.9801435,260.73724,6.38733656,,
2004-03-27,371.3449336,1.7946324,11.004355,259.09793,17.36647521,,
2004-03-28,371.4520563,1.8979249,10.704311,260.4135,18.89351861,,
2004-03-29,371.565274,1.6917222,9.848665,259.333,13.81120407,,
2004-03-30,371.6845367,1.4089569,6.91629,258.0353,6.727670167,,
2004-03-31,371.8097808,1.2961181,7.0568132,260.8053,5.808899361,,
2004-04-01,371.9409289,1.477214,8.391976,262.93744,8.973195772,,
2004-04-02,372.0778889,1.7636065,9.899452,262.2061,15.08726838,,
2004-04-03,372.2205536,2.0024583,16.231024,263.76843,31.89106053,,
2004-04-04,372.3687997,1.8844645,10.536295,259.78046,18.3341138,,
2004-04-05,372.5224875,1.7678071,9.381177,257.9267,14.36557976,,
2004-04-06,372.6814601,1.7065189,14.480591,256.00766,20.66353272,,
2004-04-07,372.8455431,1.4129664,13.479935,254.0934,13.18704679,,
2004-04-08,373.0145436,1.4365461,11.147743,291.21332,11.27254981,,
2004-04-09,373.1882499,1.6843712,12.10439,260.9235,16.82730639,,
2004-04-10,373.3664312,1.7224617,8.06778,259.90762,11.72868371,,
2004-04-11,373.5488386,1.933342,7.5291705,257.76038,13.78988306,,
2004-04-12,373.7352069,1.7923414,8.169927,256.08875,12.86043708,,
2004-04-13,373.9252564,1.310247,6.5689907,254.09546,5.525875235,,
2004-04-14,374.1186949,0.9379363,6.7253613,256.84894,2.899067912,,
2004-04-15,374.3152197,1.0002744,9.854584,264.1162,4.831396539,,
2004-04-16,374.5145204,1.1707737,7.565447,262.29272,5.081320507,,
2004-04-17,374.7162806,1.0702498,8.564862,257.9494,4.807139891,,
2004-04-18,374.9201812,0.97039413,5.8567324,258.73914,2.702388491,,
2004-04-19,375.125902,1.044188,4.9418983,262.25696,2.640263547,,
2004-04-20,375.3331249,1.1357383,10.780015,263.28384,6.813527111,,
2004-04-21,375.5415358,1.273875,12.948771,268.5104,10.29623057,,
2004-04-22,375.7508276,1.3442323,16.882853,266.3618,14.94825757,,
2004-04-23,375.9607021,1.2323481,8.123531,265.03796,6.045158911,,
2004-04-24,376.1708723,1.3091968,14.676197,266.0126,12.32592392,,
2004-04-25,376.3810643,1.1715374,8.837508,262.69272,5.943444546,,
2004-04-26,376.5910195,1.0890563,11.843009,261.07062,6.882699407,,
2004-04-27,376.8004962,1.1422298,7.2615843,263.25497,4.642313189,,
2004-04-28,377.0092689,1.185857,7.4479303,261.15997,5.132114378,,
2004-04-29,377.217128,1.1424208,8.268541,259.85815,5.287826142,,
2004-04-30,377.4238796,1.0943068,8.161716,257.88272,4.78912039,,
2004-05-01,377.6293443,1.365998,9.25211,288.7155,8.459350011,,
2004-05-02,377.8333575,1.705469,9.42194,260.86096,13.42839395,,
2004-05-03,378.0357681,1.7721986,6.5241227,262.80615,10.04021421,,
2004-05-04,378.2364386,1.8483789,11.038245,268.87335,18.47898503,,
2004-05-05,378.4352442,2.0273745,9.933151,263.41995,20.00557678,,
2004-05-06,378.6320724,2.0866575,14.290426,263.58835,30.48902923,,
2004-05-07,378.8268223,1.9589266,15.130417,261.20532,28.45006772,,
2004-05-08,379.0194043,1.7379268,13.942841,257.57614,20.6352776,,
2004-05-09,379.2097392,1.4544933,11.830026,253.37169,12.26324004,,
2004-05-10,379.397758,1.3040417,10.662498,263.17526,8.884602483,,
2004-05-11,379.5834009,1.6416988,5.957638,314.5514,7.867869582,,
2004-05-12,379.7666172,1.6998366,7.202301,323.98376,10.1972179,,
2004-05-13,379.9473645,1.609241,6.7433085,329.22955,8.556798135,,
2004-05-14,380.1256079,1.2452358,8.644193,328.18552,6.567857641,,
2004-05-15,380.3013201,1.1152135,8.666532,295.4728,5.281502152,,
2004-05-16,380.4744803,1.03741,8.2420025,257.8387,4.346399899,,
2004-05-17,380.6450737,0.9056695,9.007912,258.4044,3.620426204,,
2004-05-18,380.8130912,0.75225836,12.296656,256.98505,3.409707693,,
2004-05-19,380.9785286,0.75989544,10.7588215,257.72806,3.044166897,,
2004-05-20,381.1413865,0.90948796,8.690302,264.73758,3.522287953,,
2004-05-21,381.3016692,1.602272,11.832795,265.948,14.88524226,,
2004-05-22,381.4593848,1.8336774,14.332239,266.22293,23.61326203,,
2004-05-23,381.6145445,1.6371164,10.699921,259.4959,14.05192326,,
2004-05-24,381.7671627,1.6994548,13.715732,259.90283,19.41039204,,
2004-05-25,381.9172563,1.3920598,10.967411,257.76657,10.41396186,,
2004-05-26,382.0648444,0.9168387,11.902675,257.58786,4.902600767,,
2004-05-27,382.2099482,1.3007959,7.436475,265.8614,6.165687667,,
2004-05-28,382.3525906,1.7335355,5.2751637,304.6206,7.767790443,,
2004-05-29,382.4927957,1.8403599,8.627773,264.23648,14.31859198,,
2004-05-30,382.630589,1.8925788,11.993365,265.32663,21.0496594,,
2004-05-31,382.7659966,1.9277098,12.450257,261.60193,22.67032294,,
2004-06-01,382.8990451,1.8857054,11.873653,260.18805,20.68845801,,
2004-06-02,383.0297618,1.8901922,12.055036,260.75443,21.10457083,,
2004-06-03,383.1581737,1.7616973,15.3932295,260.37775,23.40929863,,
2004-06-04,383.2843078,1.9122444,11.587833,261.94904,20.76276092,,
2004-06-05,383.4081906,1.9991169,14.708941,261.62598,28.80407063,,
2004-06-06,383.5298482,2.0479946,11.56559,260.82318,23.76957885,,
2004-06-07,383.6493056,1.771053,10.028997,256.68607,15.41404765,,
2004-06-08,383.7665871,1.371344,5.999356,251.84372,5.5283246,,
2004-06-09,383.8817155,0.9563609,8.632451,254.11331,3.868778146,,
2004-06-10,383.9947126,1.0366464,6.8962426,262.2295,3.63136496,,
2004-06-11,384.1055981,1.115309,9.496498,266.43875,5.788285908,,
2004-06-12,384.2143906,1.1601771,8.241811,264.475,5.43584806,,
2004-06-13,384.3211064,1.29545,8.240379,259.16116,6.776174437,,
2004-06-14,384.4257599,1.2808439,11.047505,254.59998,8.880812387,,
2004-06-15,384.5283634,1.5429888,8.355413,273.63043,9.747417069,,
2004-06-16,384.6289269,1.7030823,4.899989,276.01825,6.964059225,,
2004-06-17,384.7274579,1.5987399,6.7776756,261.96896,8.488529965,,
2004-06-18,384.8239616,1.6742522,6.568991,312.17316,9.022699707,,
2004-06-19,384.9184404,1.549003,8.05556,276.852,9.471010858,,
2004-06-20,385.010894,1.8031288,7.843152,283.4553,12.49511369,,
2004-06-21,385.1013193,2.0918128,12.59899,276.18115,27.01328767,,
2004-06-22,385.1897104,2.0899034,13.269054,264.00967,28.39804654,,
2004-06-23,385.2760583,1.7066146,6.669992,257.49368,9.519021471,,
2004-06-24,385.360351,1.5708643,10.682832,258.81268,12.91694524,,
2004-06-25,385.4425736,1.4337776,7.501963,259.6045,7.556741742,,
2004-06-26,385.5227079,1.499839,5.489863,270.4219,6.051274741,,
2004-06-27,385.6007325,1.6781662,5.117934,285.263,7.062536421,,
2004-06-28,385.6766229,1.7590244,10.28045,262.9106,15.58661947,,
2004-06-29,385.7503512,1.7888092,15.102541,261.91602,23.67958807,,
2004-06-30,385.8218866,1.8055155,10.852472,260.6266,17.33513373,,
2004-07-01,385.8911947,1.6371166,6.7151465,259.58942,8.818826454,,
2004-07-02,385.958238,1.9755373,16.480282,265.70877,31.51600689,,
2004-07-03,386.0229758,2.1198792,11.956993,264.818,26.32935877,,
2004-07-04,386.085364,1.8114343,15.07877,261.62872,24.24416164,,
2004-07-05,386.1453556,1.6654695,10.043031,259.71518,13.65005027,,
2004-07-06,386.2029001,1.7297169,9.663752,261.64178,14.16745734,,
2004-07-07,386.2579442,1.830909,13.919261,264.774,22.86366127,,
2004-07-08,386.3104313,1.5434661,10.369137,259.90005,12.10411059,,
2004-07-09,386.360302,1.3716304,7.433229,261.82947,6.852480315,,
2004-07-10,386.4074939,1.299555,6.284889,258.324,5.200954099,,
2004-07-11,386.4519419,1.0966933,6.5440745,255.09555,3.856689677,,
2004-07-12,386.4935779,0.90509665,9.325808,254.22263,3.74345369,,
2004-07-13,386.5323315,0.84924996,13.866756,256.47366,4.900518397,,
2004-07-14,386.5681296,1.4015107,8.61164,260.32416,8.288477864,,
2004-07-15,386.6008968,1.814871,14.155153,262.19235,22.84557904,,
2004-07-16,386.6305556,1.8277588,15.920765,263.03366,26.06140223,,
2004-07-17,386.6570262,1.8123889,14.474386,261.21497,23.29694731,,
2004-07-18,386.680227,1.801888,17.061563,262.39032,27.14378959,,
2004-07-19,386.7000748,1.5722963,14.257873,261.37164,17.27108441,,
2004-07-20,386.7164848,1.4666173,6.808224,260.80804,7.175687605,,
2004-07-21,386.7293709,1.5408887,6.443455,260.56332,7.496480583,,
2004-07-22,386.7386459,1.6593598,8.882376,258.81335,11.98412589,,
2004-07-23,386.7442217,1.6184056,8.159903,258.96802,10.47263147,,
2004-07-24,386.7460098,1.5097673,5.940645,258.7639,6.635134185,,
2004-07-25,386.743921,1.4065703,6.9041657,257.94937,6.693144048,,
2004-07-26,386.7378664,1.6517226,8.701757,264.38358,11.63261229,,
2004-07-27,386.7277573,1.678357,6.5900884,268.86096,9.096116391,,
2004-07-28,386.7135053,1.6991683,10.900873,259.01062,15.42162557,,
2004-07-29,386.6950231,1.765707,11.458193,262.76285,17.50449116,,
2004-07-30,386.6722246,1.6127733,10.913378,255.14433,13.90919282,,
2004-07-31,386.6450252,1.3966421,11.826016,253.64182,11.30328819,,
2004-08-01,386.6133423,1.3032781,12.583526,254.81303,10.47303671,,
2004-08-02,386.5770956,0.87540716,10.026229,256.48053,3.764903842,,
2004-08-03,386.5362074,1.0690087,14.811375,257.03592,8.293807232,,
2004-08-04,386.4906035,1.5101489,5.492727,264.56024,6.137954087,,
2004-08-05,386.4402128,1.7022232,6.9413967,286.6906,9.855438579,,
2004-08-06,386.3849685,1.6162097,7.293183,266.24493,9.334877194,,
2004-08-07,386.3248081,1.7238934,10.88197,267.23605,15.84617392,,
2004-08-08,386.2596741,1.8804549,7.6047783,263.41718,13.17675532,,
2004-08-09,386.1895143,1.7979738,10.714335,262.63773,16.97180444,,
2004-08-10,386.1142823,1.9286643,10.778105,261.62598,19.64498826,,
2004-08-11,386.033938,1.9885205,11.894846,261.86517,23.04703434,,
2004-08-12,385.9484482,1.9679956,11.127123,261.116,21.11675665,,
2004-08-13,385.8577867,1.920359,13.934727,263.61652,25.18021274,,
2004-08-14,385.7619353,1.790814,8.457561,278.53598,13.29052634,,
2004-08-15,385.6608837,1.817353,7.7436786,283.67868,12.5320461,,
2004-08-16,385.5546306,1.6930586,6.2738156,262.1841,8.811945654,,
2004-08-17,385.4431833,1.4806504,12.626579,261.53113,13.56397051,,
2004-08-18,385.3265591,1.4800779,13.340652,256.13547,14.31997578,,
2004-08-19,385.2047849,1.3909142,7.71103,258.86423,7.309861604,,
2004-08-20,385.077898,1.319698,7.5084543,258.83054,6.407605107,,
2004-08-21,384.9459465,1.3471916,7.981766,261.2761,7.098291072,,
2004-08-22,384.8089892,1.8457059,7.786733,261.24106,12.99799496,,
2004-08-23,384.6670964,1.8578298,12.618275,261.3208,21.34066349,,
2004-08-24,384.5203499,1.5199817,8.234938,259.3069,9.32251589,,
2004-08-25,384.3688432,1.2075274,5.945323,264.21454,4.247814298,,
2004-08-26,384.2126817,1.3640888,15.9669695,265.07025,14.55807197,,
2004-08-27,384.0519827,1.2714884,10.109474,263.20825,8.008467998,,
