dates,shore,Hs,Tp,Dir,Eng,,real_dates
2000-01-06,388.9453506,1.4128711,10.64226,256.5671,10.40962366,,2006-01-08
2000-01-07,389.0681954,1.4009379,11.887782,254.78967,11.43232814,,2006-01-25
2000-01-08,389.1865106,1.5628452,16.722187,256.28397,20.01340952,,2006-02-17
2000-01-09,389.3002307,1.4585984,13.9686165,254.63022,14.56199709,,2006-03-22
2000-01-10,389.4092886,1.3087195,12.038711,252.85823,10.10343882,,2006-04-14
2000-01-11,389.5136159,1.065381,10.143172,252.12483,5.641307389,,2006-05-09
2000-01-12,389.6131427,0.9396547,12.343624,254.90308,5.340419155,,2006-08-04
2000-01-13,389.7077976,1.3449959,12.872496,256.2221,11.4103973,,2006-08-21
2000-01-14,389.7975081,1.3151156,14.054916,256.84482,11.91110884,,2006-08-28
2000-01-15,389.8822002,1.2413217,13.854059,259.94336,10.46024382,,2006-09-14
2000-01-16,389.961799,1.0855241,13.624563,256.2578,7.866790796,,2006-10-07
2000-01-17,390.0362284,0.9851911,12.1542225,254.41368,5.78048425,,2006-10-16
2000-01-18,390.1054117,1.2003676,10.808845,257.6325,7.631394385,,2006-10-24
2000-01-19,390.1692713,1.2756889,12.563955,254.29204,10.01871461,,2006-11-08
2000-01-20,390.2277292,1.1265737,14.280975,253.65692,8.881230785,,2007-01-11
2000-01-21,390.2807074,1.294018,9.332968,255.66945,7.657667264,,2007-02-04
2000-01-22,390.3281274,1.5471892,7.1319437,288.15604,8.365479448,,2007-02-05
2000-01-23,390.3699114,1.6248016,9.104331,270.66315,11.77727443,,2007-02-13
2000-01-24,390.4059819,1.5855659,5.938354,307.26624,7.315276694,,2007-02-28
2000-01-25,390.4362622,1.4761637,8.651734,256.31076,9.237794172,,2007-05-12
2000-01-26,390.4606767,1.2282431,9.334018,258.96527,6.899750398,,2007-05-28
2000-01-27,390.4791516,1.2061908,9.627284,263.94162,6.863282682,,2007-09-09
2000-01-28,390.4916148,1.2151644,14.035251,256.807,10.15514992,,2007-09-17
2000-01-29,390.4979963,1.5220821,7.920765,288.69696,8.991649421,,2007-09-24
2000-01-30,390.4982289,1.8110523,8.728774,301.0767,14.02850249,,2007-10-02
2000-01-31,390.4922488,1.9529122,14.344077,263.8777,26.80613034,,2007-10-26
2000-02-01,390.4799954,1.6620327,10.702784,257.33972,14.48678348,,2007-11-20
2000-02-02,390.4614125,1.5526308,11.148315,259.4024,13.16866367,,2007-11-27
2000-02-03,390.4364482,1.3478599,8.156179,258.58105,7.26059704,,2007-12-06
2000-02-04,390.4050559,1.2532548,8.646484,260.79083,6.654483851,,2008-01-14
2000-02-05,390.3671948,1.5153042,14.238208,257.54453,16.01957784,,2008-01-30
2000-02-06,390.3228301,1.6683333,10.679777,258.75012,14.56544982,,2008-03-18
2000-02-07,390.2719341,1.7634157,8.549492,258.8237,13.02704149,,2008-04-12
2000-02-08,390.2144864,1.7192159,12.337609,257.78717,17.86849277,,2008-04-19
2000-02-09,390.1504747,1.546521,10.737629,256.20148,12.5839249,,2008-05-05
2000-02-10,390.0798957,1.4901016,6.4297085,256.662,6.995505882,,2008-06-15
2000-02-11,390.0027552,1.3777401,6.6462216,256.1018,6.181665423,,2008-07-17
2000-02-12,389.9190694,1.333063,7.2789583,257.46893,6.338210526,,2008-09-10
2000-02-13,389.828865,1.6879034,12.12167,263.9506,16.92207878,,2008-10-05
2000-02-14,389.7321805,1.7935824,14.911135,263.57047,23.50441516,,2008-10-12
2000-02-15,389.6290663,1.5076671,8.558944,261.14758,9.532947046,,2008-11-06
2000-02-16,389.5195859,1.173351,5.898927,262.23016,3.979467822,,2008-12-31
2000-02-17,389.4038164,1.072159,8.451164,260.00662,4.76026358,,2009-01-09
2000-02-18,389.2818492,1.0618489,10.903641,256.6606,6.024112407,,2009-01-24
2000-02-19,389.1537907,1.0596532,8.83159,261.34003,4.859174405,,2009-01-25
2000-02-20,389.0197631,1.0776005,7.995895,261.22183,4.549657782,,2009-02-01
2000-02-21,388.8799047,1.4705315,8.909106,261.64386,9.440149454,,2009-02-09
2000-02-22,388.7343714,1.6077135,7.565447,256.91287,9.581819607,,2009-02-10
2000-02-23,388.5833362,1.4462836,7.284018,256.1451,7.465759809,,2009-02-17
2000-02-24,388.4269908,1.1423252,7.4801016,257.52805,4.782809596,,2009-03-21
2000-02-25,388.2655456,1.1059535,9.40848,258.65186,5.638833625,,2009-04-22
2000-02-26,388.0992304,1.3597928,8.32897,262.8852,7.546278906,,2009-05-24
2000-02-27,387.928295,1.4746363,10.663262,262.84467,11.36203181,,2009-08-05
2000-02-28,387.7530075,1.8606938,15.57022,260.44513,26.41439391,,2009-08-21
2000-02-29,387.5736531,1.6765434,13.436022,258.86838,18.50531094,,2009-12-02
2000-03-01,387.3905318,1.6161144,11.566354,257.52875,14.80255762,,2010-01-28
2000-03-02,387.203956,1.6003627,7.0200596,258.25867,8.809955618,,2010-02-04
2000-03-03,387.0142489,1.4199353,9.87129,256.9699,9.75230113,,2010-02-20
2000-03-04,386.821741,1.5217956,8.150833,258.13632,9.249339556,,2010-03-08
2000-03-05,386.6267682,1.7773535,16.287825,260.918,25.21197118,,2010-04-09
2000-03-06,386.4296689,1.710433,12.474696,260.11105,17.88290975,,2010-06-12
2000-03-07,386.2307809,1.8991659,15.300916,261.63562,27.04203176,,2010-07-07
2000-03-08,386.0304392,1.7097648,12.8406105,258.98868,18.39308153,,2010-08-15
2000-03-09,385.828973,1.5495758,10.302312,255.93616,12.12150176,,2010-09-09
2000-03-10,385.6267035,1.3892913,8.780516,256.69635,8.304294661,,2010-10-02
2000-03-11,385.4239408,1.1172183,6.4395413,254.7718,3.938465945,,2010-10-11
2000-03-12,385.2209823,1.212778,8.29403,259.81,5.977564931,,2010-12-06
2000-03-13,385.0181105,1.7341083,10.564361,261.71533,15.56652764,,2011-01-07
2000-03-14,384.8155909,0.98328185,10.160833,252.93796,4.813726806,,2011-01-23
2000-03-15,384.6136724,0.7301106,9.411439,256.00214,2.458269083,,2011-02-07
2000-03-16,384.4125879,1.3522513,10.164843,264.9225,9.107759843,,2011-02-08
2000-03-17,384.2125548,1.416594,7.2256894,261.7724,7.105034078,,2011-02-16
2000-03-18,384.0137748,1.5162587,10.614384,263.64883,11.95742008,,2011-02-23
2000-03-19,383.8164347,1.6628919,8.908342,260.43823,12.07038152,,2011-03-11
2000-03-20,383.620707,1.6145871,9.095835,260.5173,11.61880894,,2011-03-12
2000-03-21,383.4267499,1.7368766,6.528896,262.90854,9.651032078,,2011-03-20
2000-03-22,383.2347078,1.7658024,15.67189,261.38266,23.94427326,,2011-04-28
2000-03-23,383.0447119,1.4964978,14.363934,257.57132,15.76237467,,2011-06-15
2000-03-24,382.8568805,1.3772626,12.844238,255.2667,11.93817478,,2011-06-24
2000-03-25,382.6713195,1.428909,12.766626,256.0599,12.77266022,,2011-09-19
2000-03-26,382.4881226,1.4375963,14.036873,254.92714,14.21478657,,2011-09-28
2000-03-27,382.307372,1.4835147,11.885109,255.27219,12.81689886,,2011-11-06
2000-03-28,382.1291387,1.5282873,10.42336,260.53104,11.92926884,,2011-11-15
2000-03-29,381.9534827,1.4052339,12.822282,257.4868,12.40676741,,2012-03-13
2000-03-30,381.7804539,1.6346346,6.7063637,262.9993,8.780607354,,2012-03-29
2000-03-31,381.6100921,1.7138698,13.512965,257.72668,19.44922875,,2012-04-07
2000-04-01,381.4424274,1.6711973,13.415878,257.85864,18.35991351,,2012-04-30
2000-04-02,381.2774809,1.5978806,7.095858,258.87317,8.877478802,,2012-08-13
2000-04-03,381.1152649,1.4318683,8.421952,261.49677,8.460869385,,2012-08-20
2000-04-04,380.9557831,1.495352,7.1839714,266.05798,7.871319602,,2012-08-29
2000-04-05,380.7990315,1.6313885,8.570495,258.00504,11.17678197,,2012-09-21
2000-04-06,380.6449981,1.8033198,9.97697,283.06693,15.89791786,,2012-11-08
2000-04-07,380.4936638,1.7572106,7.4760923,258.9426,11.31145217,,2012-11-17
2000-04-08,380.3450025,1.5957805,8.170881,259.67804,10.19556442,,2012-12-10
2000-04-09,380.1989816,1.4876194,8.095942,260.6307,8.779042165,,2012-12-19
2000-04-10,380.0555621,1.4631807,8.367155,258.5673,8.777479468,,2013-01-04
2000-04-11,379.9146991,1.5794561,12.547727,257.65176,15.33826582,,2013-01-11
2000-04-12,379.7763421,1.5684776,10.8043585,259.19965,13.02421952,,2013-01-20
2000-04-13,379.6404353,1.5232276,11.486069,256.4819,13.0586145,,2013-01-27
2000-04-14,379.5069179,1.339459,7.1442585,254.94226,6.280758425,,2013-02-05
2000-04-15,379.3757243,1.0157397,6.6186323,252.6857,3.346025055,,2013-02-28
2000-04-16,379.2467848,1.0899154,9.289054,258.73502,5.406959861,,2013-03-09
2000-04-17,379.1200251,1.1396524,7.841816,263.1003,4.99065498,,2013-03-25
2000-04-18,378.9953674,1.211346,7.049081,265.5686,5.068331354,,2013-04-10
2000-04-19,378.87273,1.3667618,9.4847555,262.05695,8.681762164,,2013-06-04
2000-04-20,378.752028,1.473109,8.773165,259.5935,9.328721828,,2013-06-05
2000-04-21,378.6331733,1.4023699,12.841374,256.29633,12.37464469,,2013-09-01
2000-04-22,378.5160751,1.3716304,11.092565,257.63184,10.22591707,,2013-09-16
2000-04-23,378.4006396,1.7157791,10.843212,263.15875,15.64144153,,2013-10-18
2000-04-24,378.286771,1.6886673,12.386392,260.99637,17.30729067,,2013-11-11
2000-04-25,378.174371,1.7846087,13.600315,259.00925,21.22418678,,2013-11-12
2000-04-26,378.0633393,1.810957,8.516939,258.77145,13.68661004,,2013-12-13
2000-04-27,377.953574,1.7610291,5.406236,258.2793,8.21531358,,2014-01-07
2000-04-28,377.8449714,1.681412,11.78783,257.04688,16.32970086,,2014-01-14
2000-04-29,377.7374265,1.5147313,14.294818,255.51689,16.07111133,,2014-02-07
2000-04-30,377.6308333,1.4918199,15.378432,256.39667,16.77030375,,2014-02-08
2000-05-01,377.5250843,1.5485258,8.8503,257.11908,10.39898528,,2014-02-24
2000-05-02,377.4200717,1.5501486,11.608358,260.61697,13.66826965,,2014-03-03
2000-05-03,377.3156867,1.68103,11.632319,259.86707,16.10695004,,2014-03-20
2000-05-04,377.2118201,1.7428908,17.491533,259.75092,26.03540325,,2014-04-29
2000-05-05,377.1083626,1.6282384,15.558574,256.48398,20.21165402,,2014-05-14
2000-05-06,377.0052044,1.5392656,13.506951,256.06262,15.6812447,,2014-05-15
2000-05-07,376.902236,1.7696209,7.3887424,261.24725,11.3377554,,2014-05-30
2000-05-08,376.7993482,1.7427955,9.974392,258.52124,14.84483491,,2014-07-26
2000-05-09,376.6964319,1.535829,12.964905,256.064,14.98480675,,2014-08-11
2000-05-10,376.5933787,1.5417478,11.716232,254.48036,13.64616812,,2014-08-19
2000-05-11,376.490081,1.5812699,14.9729,254.64258,18.34484355,,2014-09-03
2000-05-12,376.386432,1.5737282,11.846255,256.36917,14.37595191,,2014-09-20
2000-05-13,376.282326,1.5102446,7.956564,256.6936,8.892343356,,2014-09-28
2000-05-14,376.1776584,1.3208435,7.8434386,255.92102,6.705100749,,2014-10-06
2000-05-15,376.0723261,1.4501975,9.59874,263.20825,9.891555962,,2014-10-13
2000-05-16,375.9662278,1.8587846,7.196191,265.6112,12.18307431,,2014-10-14
2000-05-17,375.8592635,1.6625099,11.591557,259.5688,15.69879562,,2014-11-06
2000-05-18,375.7513355,1.7724848,10.988604,262.65427,16.91623236,,2014-11-30
2000-05-19,375.6423482,1.8926743,13.970621,262.103,24.52243326,,2014-12-01
2000-05-20,375.532208,1.9036528,12.057995,260.4905,21.41147881,,2015-01-09
2000-05-21,375.4208243,1.8608847,12.823427,259.19278,21.75900912,,2015-01-17
2000-05-22,375.3081087,1.8493335,11.090369,259.5722,18.58542728,,2015-01-25
2000-05-23,375.193976,1.8115298,15.194569,259.19897,24.43292326,,2015-02-11
2000-05-24,375.0783441,1.6725339,13.217217,257.23798,18.11698641,,2015-02-18
2000-05-25,374.9611341,1.6989774,13.682319,257.6504,19.35222904,,2015-02-19
2000-05-26,374.8422707,1.611723,13.352872,257.10327,16.99618983,,2015-02-26
2000-05-27,374.7216824,1.6667105,9.668047,259.78458,13.15997838,,2015-03-14
2000-05-28,374.5993016,1.7629385,6.4220715,288.82068,9.780150569,,2015-03-15
2000-05-29,374.475065,1.8254673,6.7554326,321.20276,11.03055491,,2015-04-15
2000-05-30,374.3489137,1.7992147,9.491343,279.28244,15.05531095,,2015-04-23
2000-05-31,374.2207935,1.7873772,5.686901,283.90274,8.902339969,,2015-05-01
2000-06-01,374.0906553,1.7805992,4.6431904,310.36615,7.213481473,,2015-05-09
2000-06-02,373.958455,1.9122446,5.576926,300.35498,9.992584934,,2015-07-12
2000-06-03,373.8241538,1.5497668,5.0858583,276.38666,5.985398105,,2015-07-21
2000-06-04,373.6877173,1.2917268,6.0642715,263.12094,4.958108849,,2015-08-14
2000-06-05,373.5491155,1.5275235,8.021384,273.15887,9.171094913,,2015-09-06
2000-06-06,373.4083226,1.1895801,10.275963,262.22122,7.125346568,,2015-09-07
2000-06-07,373.2653167,1.459935,7.674658,290.46896,8.015343744,,2015-09-23
2000-06-08,373.1200795,1.2642331,6.994189,263.34024,5.477567744,,2015-10-25
2000-06-09,372.9725962,1.4298637,11.735707,255.81105,11.75694861,,2015-11-17
2000-06-10,372.8228549,1.8398825,8.680756,257.88614,14.3990489,,2015-12-03
2000-06-11,372.6708468,2.0761566,12.905717,262.5058,27.25827911,,2015-12-27
2000-06-12,372.516566,1.8712903,12.372168,259.33026,21.22874017,,2016-01-04
2000-06-13,372.3600088,1.4710087,8.64992,254.80615,9.171463741,,2016-01-05
2000-06-14,372.2011741,1.3506283,9.96179,258.77832,8.904410089,,2016-02-05
2000-06-15,372.0400628,1.4623214,11.347073,260.9414,11.889555,,2016-02-06
2000-06-16,371.8766777,1.5203637,10.921588,262.06036,12.37020376,,2016-02-13
2000-06-17,371.7110235,1.854584,8.958939,261.50775,15.0989128,,2016-02-14
2000-06-18,371.5431066,2.0640328,11.06803,261.18198,23.10466078,,2016-03-01
2000-06-19,371.3729347,1.9155858,11.969404,262.90994,21.52146464,,2016-03-16
2000-06-20,371.200517,1.7605517,15.393993,260.42587,23.38002282,,2016-03-25
2000-06-21,371.0258638,1.5645636,9.265474,260.39288,11.11348239,,2016-04-09
2000-06-22,370.8489866,1.3709623,6.562977,260.3173,6.044327489,,2016-04-17
2000-06-23,370.6698977,1.2908677,6.4015465,259.66776,5.226903145,,2016-04-18
2000-06-24,370.4886105,1.4937292,10.048949,261.59848,10.98652792,,2016-04-26
2000-06-25,370.3051388,1.5594087,9.110823,259.96194,10.856094,,2016-05-04
2000-06-26,370.1194975,1.5669503,9.774967,264.74307,11.7603927,,2016-06-05
2000-06-27,369.9317019,1.7558742,13.574922,263.6701,20.50785405,,2016-06-12
2000-06-28,369.7417677,1.8065656,11.247313,265.6394,17.9867349,,2016-06-13
2000-06-29,369.5497112,1.567905,12.3350315,263.4749,14.85852958,,2016-07-06
2000-06-30,369.3555491,1.5277145,15.13519,262.413,17.30885575,,2016-07-23
2000-07-01,369.1592984,1.4220356,12.804716,260.69327,12.68781882,,2016-08-15
2000-07-02,368.9609766,1.4706268,7.4051623,259.9736,7.847577506,,2016-09-09
2000-07-03,368.7606013,1.4268088,14.704837,254.79929,14.66857255,,2016-12-22
2000-07-04,368.5581904,1.3362131,13.230964,252.87404,11.57548025,,2017-01-15
2000-07-05,368.3537622,1.2379805,13.638501,253.31805,10.24213104,,2017-01-23
2000-07-06,368.147335,1.0468609,12.909727,251.5358,6.932519456,,2017-02-08
2000-07-07,367.9389277,0.8056228,12.354794,252.77371,3.929118128,,2017-02-15
2000-07-08,367.7285591,0.62910944,10.2751045,256.86816,1.992667013,,2017-02-16
2000-07-09,367.5162486,0.791876,7.1331844,292.00723,2.191764521,,2017-02-23
2000-07-10,367.3020159,0.9682939,6.4604483,270.69272,2.968063083,,2017-03-04
2000-07-11,367.0858807,1.0091527,8.363528,260.96545,4.173489914,,2017-03-27
2000-07-12,366.8678636,1.2832304,8.731447,284.03336,7.045171692,,2017-03-28
2000-07-13,366.6479853,1.704037,11.613513,310.8885,16.52409683,,2017-04-20
2000-07-14,366.4262671,1.7606472,9.45497,319.26996,14.36153682,,2017-04-21
2000-07-15,366.2027309,1.6722473,10.805121,309.1282,14.80562419,,2017-05-23
2000-07-16,365.9773993,1.5700052,9.010394,272.03784,10.88283497,,2017-06-07
2000-07-17,365.7502954,1.3413683,14.36021,259.50278,12.66056095,,2017-06-16
2000-07-18,365.5214434,1.2785528,14.970132,264.37466,11.99110056,,2017-07-25
2000-07-19,365.2908683,1.6042768,16.151217,262.3786,20.36854178,,2017-08-02
2000-07-20,365.0585959,1.5827019,11.027458,260.83966,13.53535778,,2017-09-20
2000-07-21,364.8246535,1.5255187,7.9065404,272.54236,9.016077699,,2017-09-27
2000-07-22,364.5890693,1.6804572,11.452178,272.1423,15.84670894,,2017-09-28
2000-07-23,364.351873,1.8416965,10.651806,267.7241,17.70334992,,2017-11-22
2000-07-24,364.1130957,1.6290021,12.039856,260.6211,15.65527357,,2017-11-30
2000-07-25,363.8727704,1.619742,8.95302,261.83972,11.50952291,,2017-12-01
2000-07-26,363.6309314,1.7798357,8.3696375,263.0694,12.99159746,,2017-12-17
2000-07-27,363.3876152,1.9835563,9.003902,285.45682,17.35864825,,2017-12-25
2000-07-28,363.1428604,1.8274723,7.3122754,285.252,11.96603381,,2018-01-25
2000-07-29,362.8967076,1.6340616,7.3532295,260.68912,9.620796965,,2018-01-26
2000-07-30,362.6491998,1.5062351,7.2038283,258.01328,8.008385317,,2018-02-18
2000-07-31,362.4003828,1.6347299,7.743583,257.93356,10.13981544,,2018-03-07
2000-08-01,362.1503049,1.6059952,11.856565,258.5281,14.98454128,,2018-04-07
2000-08-02,361.8990172,1.4604121,6.9302278,259.8114,7.242598919,,2018-04-08
2000-08-03,361.6465743,1.4321548,6.9147625,260.91528,6.949495434,,2018-05-01
2000-08-04,361.3930336,1.455448,8.982327,262.31195,9.323486123,,2018-05-02
2000-08-05,361.1384563,1.7762079,10.700016,262.81302,16.54124148,,2018-06-27
2000-08-06,360.882907,1.646663,11.49466,262.5113,15.27220216,,2018-07-13
2000-08-07,360.6264544,1.5294328,7.8269234,260.6307,8.971146795,,2018-08-14
2000-08-08,360.3691713,1.5430841,12.559182,261.86655,14.65334,,2018-08-22
2000-08-09,360.1111344,1.5338243,11.468981,260.73932,13.22123855,,2018-08-29
2000-08-10,359.8524253,1.820026,5.74017,274.2621,9.316998357,,2018-09-06
2000-08-11,359.5931301,2.0140095,13.176263,274.92264,26.18854465,,2018-09-14
2000-08-12,359.3333399,1.982029,14.06914,266.62573,27.08218126,,2018-09-30
2000-08-13,359.0731508,1.8646078,11.7863035,259.6787,20.07930577,,2018-11-01
2000-08-14,358.8126643,1.8161119,18.492477,260.02377,29.88659067,,2018-11-10
2000-08-15,358.5519876,1.5843248,16.029976,257.814,19.7159357,,2018-11-18
2000-08-16,358.2912335,1.6731067,8.8362665,259.7028,12.12026631,,2018-11-26
2000-08-17,358.0305208,1.730958,8.042195,282.19748,11.80711355,,2018-12-27
2000-08-18,357.7699748,1.7302897,12.96882,260.9771,19.02541714,,2019-01-04
2000-08-19,357.5097268,1.4068568,7.1939,256.66132,6.976864118,,2019-02-14
2000-08-20,357.2499151,1.1850934,8.590733,260.07327,5.911959637,,2019-03-01
2000-08-21,356.9906847,1.369053,11.923103,265.53076,10.95029699,,2019-03-02
2000-08-22,356.7321878,1.2717749,8.762951,262.5429,6.944915438,,2019-04-02
2000-08-23,356.4745836,1.2870492,10.4406395,267.12817,8.474488184,,2019-04-11
2000-08-24,356.2180391,1.1954988,11.079295,265.01047,7.759013281,,2019-04-18
2000-08-25,355.9627288,1.5017482,5.935013,281.37952,6.558612837,,2019-04-27
2000-08-26,355.7088351,1.5822245,5.2144485,325.41553,6.396474498,,2019-05-05
2000-08-27,355.4565486,1.4312001,4.919655,266.72742,4.937776676,,2019-07-24
2000-08-28,355.2060679,1.1019439,4.4874883,294.83698,2.670043762,,2019-07-31
2000-08-29,354.9576002,1.0967888,5.8951087,304.47357,3.474832793,,2019-09-09
2000-08-30,354.7113613,1.4254723,5.860551,315.10605,5.83515094,,2019-09-17
2000-08-31,354.4675756,1.6393121,7.951409,295.21777,10.47040455,,2019-09-18
2000-09-01,354.2264766,1.7287623,5.642606,274.69992,8.263164004,,2019-10-12
